education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
,,,,,New York University,,,,Kristen Bell,https://en.wikipedia.org/wiki/Kristen_Bell,38,U.S.,Michigan,Huntington Woods,American,['New York University'],,F,['Actress'],
,,,,,St Lawrence University,,,,Viggo Mortensen,https://en.wikipedia.org/wiki/Viggo_Mortensen,60,U.S.,New York,New York City,American,['St. Lawrence University'],,M,"['Actor', 'producer', 'author', 'musician', 'photographer',  'poet',  'painter']",
,,,,,Davison High School,,,,Michael Moore,https://en.wikipedia.org/wiki/Michael_Moore,64,U.S.,Michigan,Flint,American,['Davison High School'],,M,"['Filmmaker', 'author', 'political activist', 'actor']",
,,,,,Australian Theatre for Young People,,,,Nicole Kidman,https://en.wikipedia.org/wiki/Nicole_Kidman,51,U.S.,Hawaii,Honolulu,American,['Australian Theatre for Young People'],,F,"['Actress', 'producer']",
,,,,,"UCLA School of Theater,Film and Television",,,,Jack Black,https://en.wikipedia.org/wiki/Jack_Black,49,U.S.,California,Santa Monica,American,"['UCLA School of Theater, Film and Television']",,M,"['Actor', 'voice actor', 'comedian', 'musician', 'songwriter']",
,,,,,Bennington College,,,,Justin Theroux,https://en.wikipedia.org/wiki/Justin_Theroux,47,U.S.,D.C.,Washington,American,['Bennington College'],,M,"['Actor', 'producer', 'writer']",
,,,,,Bennington College,,,,Tim Daly,https://en.wikipedia.org/wiki/Tim_Daly,62,U.S.,New York,New York City,American,['Bennington College'],,M,"['Actor', 'producer']",
,,,,,SUNY Purchase,,,,Constance Wu,https://en.wikipedia.org/wiki/Constance_Wu,36,U.S.,Virginia,Richmond,American,['SUNY Purchase'],,F,['Actress'],
,,,,,The Wharton School,,,,Donald Trump,https://en.wikipedia.org/wiki/Donald_Trump,72,U.S.,New York,New York City,American,['The Wharton School'],,M,['President of the United States'],Republican
,,,,,Marymount Manhattan College,,,,Tika Sumpter,https://en.wikipedia.org/wiki/Tika_Sumpter,38,U.S.,New York,New York City,American,['Marymount Manhattan College'],,F,"['Actress', 'model', 'singer']",
,,,,,University of Alabama,,,,Sonequa Martin-Green,https://en.wikipedia.org/wiki/Sonequa_Martin-Green,33,U.S.,Alabama,Russellville,American,['University of Alabama'],,F,"['Actress', 'producer']",
,,,,,Harvard University,,,,Chris Wallace,https://en.wikipedia.org/wiki/Chris_Wallace_(journalist),71,U.S.,Illinois,Chicago,American,['Harvard University'],,M,['Host of Fox News Sunday'],Democratic
,,,,,Harvard University,,,,B. J. Novak,https://en.wikipedia.org/wiki/B._J._Novak,39,U.S.,Massachusetts,Newton,American,['Harvard University'],,M,"['Actor', 'writer', 'comedian', 'director']",
,,,,,Harvard University,,,,Rashida Jones,https://en.wikipedia.org/wiki/Rashida_Jones,42,U.S.,California,Los Angeles,American,['Harvard University'],,F,"['Actress', 'writer', 'producer']",
,,,,,Harvard University,,,,Conan O'Brien,https://en.wikipedia.org/wiki/Conan_O%27Brien,55,U.S.,Massachusetts,Brookline,American,['Harvard University'],,M,['Television Host'],
,,,,,Harvard University,,,,Nell Scovell,https://en.wikipedia.org/wiki/Nell_Scovell,57,U.S.,Massachusetts,Newton,American,['Harvard University'],,M,"['Journalist', 'writer', 'producer']",
,,,,,Williams College,,,,Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York,Woodbury,American,['Williams College'],,M,"['Speechwriter',  'writer',  'producer']",
,,,,,American Musical and Dramatic Academy,,,,Christopher Jackson,https://en.wikipedia.org/wiki/Christopher_Jackson_(actor),43,U.S.,Illinois,Metropolis,American,['American Musical and Dramatic Academy'],,M,['Actor'],
,,,,,Auburn University,,,,Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer,46,U.S.,Alabama,Montgomery,American,['Auburn University'],,F,"['Actress', 'author']",
,,,,,College of Charleston,,,,Matt Czuchry,https://en.wikipedia.org/wiki/Matt_Czuchry,41,U.S.,New Hampshire,Manchester,British,['College of Charleston'],,M,['Actor'],
,,,,,Santa Clara University,,,,Shemar Moore,https://en.wikipedia.org/wiki/Shemar_Moore,48,U.S.,California,Oakland,American,['Santa Clara University'],,M,"['Actor','model']",
,,,,,The New School,,,,Jesse Eisenberg,https://en.wikipedia.org/wiki/Jesse_Eisenberg,35,U.S.,New York,New York City,American,['The New School'],,M,"['Actor', 'author', 'humorist', 'playwright']",
,,,,,University of Montana,,,,J. K. Simmons,https://en.wikipedia.org/wiki/J._K._Simmons,63,U.S.,Michigan,Grosse Pointe,American,['University of Montana'],,M,"['Actor', 'voice actor']",
,,,,,Wheaton College,,,,Lesley Stahl,https://en.wikipedia.org/wiki/Lesley_Stahl,76,U.S.,Massachusetts,Lynn,American,['Wheaton College'],,F,['News reporter'],
,,,,,Manhattan Community College,,,,Gabourey Sidibe,https://en.wikipedia.org/wiki/Gabourey_Sidibe,35,U.S.,New York,New York City,American,['Manhattan Community College'],,F,['Actress'],
,,,,,Carnegie Mellon University,,,,Zachary Quinto,https://en.wikipedia.org/wiki/Zachary_Quinto,41,U.S.,Pennsylvania,Pittsburgh,American,['Carnegie Mellon University'],,M,"['Actor', 'producer']",
,,,,,Carnegie Mellon University,,,,Matt Bomer,https://en.wikipedia.org/wiki/Matt_Bomer,41,U.S.,Missouri,Webster Groves,American,['Carnegie Mellon University'],,M,"['Actor', 'director', 'producer',  'singer']",
,,,,,Carnegie Mellon University,,,,Patrick Wilson,https://en.wikipedia.org/wiki/Patrick_Wilson_(American_actor),45,U.S.,Virginia,Norfolk,American,['Carnegie Mellon University'],,M,"['Actor', 'singer', 'producer']",
,,,,,Carnegie Mellon University,,,,Christian Borle,https://en.wikipedia.org/wiki/Christian_Borle,45,U.S.,Pennsylvania,Pittsburgh,American,['Carnegie Mellon University'],,M,"['Actor', 'singer', 'dancer']",
,,,,,Carnegie Mellon University,,,,Joe Manganiello,https://en.wikipedia.org/wiki/Joe_Manganiello,41,U.S.,Pennsylvania,Mt. Lebanon,American,['Carnegie Mellon University'],,M,"['Actor', 'producer', 'director', 'author']",
,,,,,Tennessee State University,,,,Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,64,U.S.,Mississippi,Kosciusko,American,['Tennessee State University'],,F,"['Host of The Oprah Winfrey Show', 'Chairwoman and CEO of  Harpo Productions',  'Chairwoman, CEO and CCO of the Oprah Winfrey Network', 'Actress', 'Author']",Democratic
,,,,,Maryland Institute College of Art,,,,Abbi Jacobson,https://en.wikipedia.org/wiki/Abbi_Jacobson,34,U.S.,Pennsylvania,Wayne,American,['Maryland Institute College of Art'],,F,"['Comedian', 'actress', 'writer', 'illustrator']",
,,,,,College of the Holy Cross,,,,Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter),37,U.S.,Massachusetts,Winchester,American,['College of the Holy Cross'],,M,['Speechwriter'],Democratic
,,,,,University of Florida,,,,Erin Andrews,https://en.wikipedia.org/wiki/Erin_Andrews,40,U.S.,Maine,Lewiston,American,['University of Florida'],,F,"['Sportscaster', 'television personality']",
,,,,,Rhode Island School of Design,,,,Brian Chesky,https://en.wikipedia.org/wiki/Brian_Chesky,37,U.S.,New York,Niskayuna,American,['Rhode Island School of Design'],,M,"['CEO', 'Cofounder of Airbnb']",
,,,,,Los Angeles City College,,,,Mark Hamill,https://en.wikipedia.org/wiki/Mark_Hamill,67,U.S.,California,Oakland,American,['Los Angeles City College'],,M,"['Actor', 'voice actor', 'writer']",Democratic
,,,,,Northeastern University,,,,Wendy Williams,https://en.wikipedia.org/wiki/Wendy_Williams,54,U.S.,New Jersey,Monmouth County,American,['Northeastern University'],,F,"['Television host',  'author',  'actress', 'producer', 'fashion designer', 'former radio personality']",
,,,,,George Washington University,,,,T. J. Miller,https://en.wikipedia.org/wiki/T._J._Miller,37,U.S.,Colorado,Denver,American,['George Washington University'],,M,"['Actor', 'standup comedian', 'producer', 'writer']",
,,,,,Minot State University,,,,Josh Duhamel,https://en.wikipedia.org/wiki/Josh_Duhamel,45,U.S.,North Dakota,Minot,American,['Minot State University'],,M,"['Actor', 'model']",
,,,,,University of Kansas,,,,Paul Rudd,https://en.wikipedia.org/wiki/Paul_Rudd,49,U.S.,New Jersey,Passaic,American,['University of Kansas'],,M,"['Actor', 'comedian', 'writer', 'producer']",
,,,,,UC Berkeley,,,,Chris Pine,https://en.wikipedia.org/wiki/Chris_Pine,38,U.S.,California,Los Angeles,American,['UC Berkeley'],,M,['Actor'],
,,,,,UNCGreensboro,,,,Brian Huskey,https://en.wikipedia.org/wiki/Brian_Huskey,50,U.S.,North Carolina,Charlotte,American,['UNCGreensboro'],,M,"['Actor','comedian']",
,,,,,Brown University,,,,John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski,39,U.S.,Massachusetts,Boston,American,['Brown University'],,M,"['Actor', 'screenwriter', 'producer', 'director']",
,,,,,Brown University,,,,Daveed Diggs,https://en.wikipedia.org/wiki/Daveed_Diggs,36,U.S.,California,Oakland,American,['Brown University'],,M,"['Actor', 'rapper', 'singer']",
,,,,,Brown University,,,,Tracee Ellis Ross,https://en.wikipedia.org/wiki/Tracee_Ellis_Ross,45,U.S.,California,Los Angeles,American,['Brown University'],,F,"['Actress', 'model', 'comedian', 'television host', 'activist']",
,,,,,Brown University,,,,Alex Wagner,https://en.wikipedia.org/wiki/Alex_Wagner,40,U.S.,D.C.,Washington,American,['Brown University'],,F,"['Television host', 'author']",
,,,,,Syracuse University,,,,Jessie Mueller,https://en.wikipedia.org/wiki/Jessie_Mueller,35,U.S.,Illinois,Evanston,American,['Syracuse University'],,F,"['Actor', 'singer']",
,,,,,Sarah Lawrence College,,,,Carly Simon,https://en.wikipedia.org/wiki/Carly_Simon,73,U.S.,New York,New York City,American,['Sarah Lawrence College'],,F,"['Singer', 'songwriter', 'musician', 'actress', 'writer']",
,,,,,Sarah Lawrence College,,,,Jordan Peele,https://en.wikipedia.org/wiki/Jordan_Peele,39,U.S.,New York,New York City,American,['Sarah Lawrence College'],,M,"['Actor', 'comedian', 'writer',  'producer',  'director']",
,,,,,University of Michigan,,,,Jon Glaser,https://en.wikipedia.org/wiki/Jon_Glaser,50,U.S.,Illinois,Chicago,American,['University of Michigan'],,M,"['Actor', 'comedian', 'writer', 'producer', 'director']",
,,,,,University of Michigan,,,,Darren Criss,https://en.wikipedia.org/wiki/Darren_Criss,31,U.S.,California,San Francisco,American,['University of Michigan'],,M,"['Actor', 'singer', 'songwriter']",
,,,,,Hampshire College,,,,Ken Burns,https://en.wikipedia.org/wiki/Ken_Burns,65,U.S.,New York,Brooklyn,American,['Hampshire College'],,M,['Filmmaker'],Democratic
,,,,,College of William amp Mary,,,,Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt,49,U.S.,Virginia,Portsmouth,New York,['College of William amp Mary'],,M,['Stand-up Comedian'],
,,,,,College of William amp Mary,,,,Glenn Close,https://en.wikipedia.org/wiki/Glenn_Close,71,U.S.,Connecticut,Greenwich,American,['College of William amp Mary'],,F,"['Actress', 'singer', 'producer']",
,,,,,Berklee College of Music,,,,Eric Andre,https://en.wikipedia.org/wiki/Eric_Andre,35,U.S.,Florida,Boca Raton,American,['Berklee College of Music'],,M,['Actor'],
,,,,,Alliant International University,,,,Jamie Foxx,https://en.wikipedia.org/wiki/Jamie_Foxx,50,U.S.,Texas,Terrell,American,['Alliant International University'],,M,"['Actor', 'singer', 'songwriter', 'record producer', 'comedian']",
,,,,,University of Southern California,,,,America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera,34,U.S.,California,Los Angeles,American,['University of Southern California'],,F,"['Actress', 'voice actress']",
,,,,,University of Southern California,,,,Will Ferrell,https://en.wikipedia.org/wiki/Will_Ferrell,51,U.S.,California,Irvine,American,['University of Southern California'],,M,"['Actor', 'comedian', 'producer', 'writer']",
,,,,,University of Southern California,,,,Tom Selleck,https://en.wikipedia.org/wiki/Tom_Selleck,73,U.S.,Michigan,Detroit,American,['University of Southern California'],,M,"['Actor', 'film producer']",
,,,,,University of Southern California,,,,Ron Howard,https://en.wikipedia.org/wiki/Ron_Howard,64,U.S.,Oklahoma,Duncan,American,['University of Southern California'],,M,"['Actor', 'filmmaker']",
,,,,,California Institute of the Arts,,,,Alison Brie,https://en.wikipedia.org/wiki/Alison_Brie,35,U.S.,California,Los Angeles,American,['California Institute of the Arts'],,F,"['Actress', 'producer']",
,,,,,University of North Carolina School of the Arts,,,,Mary-Louise Parker,https://en.wikipedia.org/wiki/Mary-Louise_Parker,54,U.S.,South Carolina,Fort Jackson,American,['University of North Carolina School of the Arts'],,F,"['Actress', 'writer']",
,,,,,San Francisco State University,,,,Dana Carvey,https://en.wikipedia.org/wiki/Dana_Carvey,63,U.S.,Montana,,American,['San Francisco State University'],,M,['Stand-up Comedian'],
,,,,,Yale University,,,,Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,American,['Yale University'],,M,"['Actor', 'producer']",
,,,,,Yale University,,,,Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper,51,U.S.,New York,New York City,American,['Yale University'],,M,"['Journalist', 'author', 'anchor']",
,,,,,Yale University,,,,Joy Bryant,https://en.wikipedia.org/wiki/Joy_Bryant,44,U.S.,New York,New York City,American,['Yale University'],,M,['Actress'],
,,,,,Yale University,,,,Ezra Edelman,https://en.wikipedia.org/wiki/Ezra_Edelman,44,U.S.,Massachusetts,Boston,American,['Yale University'],,M,"['Television director', 'television producer']",
,,,,,Yale University,,,,Allison Williams,https://en.wikipedia.org/wiki/Allison_Williams_(actress),30,U.S.,Connecticut,New Canaan,American,['Yale University'],,F,"['Actress', 'singer']",
,,,,,Yale University,,,,Zoe Kazan,https://en.wikipedia.org/wiki/Zoe_Kazan,35,U.S.,California,Los Angeles,American,['Yale University'],,F,"['Actress', 'playwright', 'screenwriter']",
,,,,,Yale University,,,,John Hodgman,https://en.wikipedia.org/wiki/John_Hodgman,47,U.S.,Massachusetts,Brookline,American,['Yale University'],,M,"['Actor', 'author', 'humorist', 'television personality']",
,,,,,Yale University,,,,Jodie Foster,https://en.wikipedia.org/wiki/Jodie_Foster,55,U.S.,California,Los Angeles,American,['Yale University'],,F,"['Actress', 'director', 'producer']",
,,,,,Yale University,,,,Angela Bassett,https://en.wikipedia.org/wiki/Angela_Bassett,60,U.S.,New York,New York City,American,['Yale University'],,F,['Actress'],
,,,,,Yale University,,,,Sara Gilbert,https://en.wikipedia.org/wiki/Sara_Gilbert,43,U.S.,California,Santa Monica,American,['Yale University'],,F,['Actress'],
,,,,,Juilliard School,,,,Adam Driver,https://en.wikipedia.org/wiki/Adam_Driver,34,U.S.,California,San Diego,American,['Juilliard School'],,M,['Actor'],
,,,,,California State University,,,,Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress),29,U.S.,California,Los Angeles County,American,['California State University'],,F,"['Actress', 'comedian']",
,,,,,California State University,,,,Niecy Nash,https://en.wikipedia.org/wiki/Niecy_Nash,48,U.S.,California,Compton,American,['California State University'],,F,"['Actress', 'comedian', 'television host', 'model', 'producer']",
,,,,,University of Georgia,,,,Tituss Burgess,https://en.wikipedia.org/wiki/Tituss_Burgess,39,U.S.,Georgia,Athens,American,['University of Georgia'],,M,"['Actor', 'singer']",
,,,,,University of Georgia,,,,Omari Hardwick,https://en.wikipedia.org/wiki/Omari_Hardwick,44,U.S.,Georgia,Savannah,American,['University of Georgia'],,M,['Actor'],
,,,,,University of Houston,,,,Dennis Quaid,https://en.wikipedia.org/wiki/Dennis_Quaid,64,U.S.,Texas,Houston,American,['University of Houston'],,M,"['Actor', 'producer', 'director', 'singer', 'writer']",
,,,,,Barnard College,,,,Greta Gerwig,https://en.wikipedia.org/wiki/Greta_Gerwig,35,U.S.,California,Sacramento,American,['Barnard College'],,F,"['Actress', 'playwright', 'director', 'screenwriter']",
,,,,,Barnard College,,,,Martha Stewart,https://en.wikipedia.org/wiki/Martha_Stewart,77,U.S.,New Jersey,Jersey City,American,['Barnard College'],,M,"['Businesswoman, writer, television personality']",
,,,,,Ithaca College,,,,David Boreanaz,https://en.wikipedia.org/wiki/David_Boreanaz,49,U.S.,New York,Buffalo,American,['Ithaca College'],,M,"['Actor', 'producer',  'director']",
,,,,,Beverly Hills High School,,,,Logan Lerman,https://en.wikipedia.org/wiki/Logan_Lerman,26,U.S.,California,Beverly Hills,American,['Beverly Hills High School'],,M,['Actor'],
,,,,,Wellesley College,,,,Diane Sawyer,https://en.wikipedia.org/wiki/Diane_Sawyer,72,U.S.,Kentucky,Glasgow,American,['Wellesley College'],,F,['Television journalist'],
,,,,,Boston University,,,,Julianne Moore,https://en.wikipedia.org/wiki/Julianne_Moore,57,U.S.,North Carolina,Fort Bragg,American,['Boston University'],,F,"['Actor', 'childrens author']",
,,,,,Boston University,,,,Uzo Aduba,https://en.wikipedia.org/wiki/Uzo_Aduba,37,U.S.,Massachusetts,Boston,American,['Boston University'],,F,['Actress'],
,,,,,Boston University,,,,Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins,46,U.S.,New York,Syracuse,American,['Boston University'],,F,"['Actress', 'comedian']",
,,,,,Boston University,,,,Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron,55,U.S.,New Jersey,Jersey City,American,['Boston University'],,M,['Stand-up Comedian'],
,,,,,Boston University,,,,Steve Kornacki,https://en.wikipedia.org/wiki/Steve_Kornacki,39,U.S.,Massachusetts,Groton,American,['Boston University'],,M,['Journalist'],
,,,,,University of Arizona,,,,Kate Walsh,https://en.wikipedia.org/wiki/Kate_Walsh_(actress),51,U.S.,California,San Jose,American,['University of Arizona'],,F,"['Actress', 'businesswoman']",
,,,,,Wharton School of the University of Pennsylvania,,,,Donny Deutsch,https://en.wikipedia.org/wiki/Donny_Deutsch,60,U.S.,New York,New York City,American,['Wharton School of the University of Pennsylvania'],,M,['Chairman of Deutsch Inc.'],Democratic
,,,,,Kansas State University,,,,Eric Stonestreet,https://en.wikipedia.org/wiki/Eric_Stonestreet,47,U.S.,Kansas,Kansas City,American,['Kansas State University'],,M,"['Actor', 'comedian']",
,,,,,Brandeis University,"St Anthonys College,Oxford",,,Thomas L. Friedman,https://en.wikipedia.org/wiki/Thomas_Friedman,65,U.S.,Minnesota,St. Louis Park,American,"['Brandeis University', 'St Anthonys College, Oxford']",,M,"['Author', 'Columnist']",
,,,,,Harvard University,University of Oxford,,,Brian Greene,https://en.wikipedia.org/wiki/Brian_Greene,55,U.S.,New York,New York City,American,"['Harvard University',  'University of Oxford']",,M,['Theoretical physicist'],
,,,,,E C Glass High School,Dartmouth College,Beijing Normal University,Neighborhood Playhouse School of the Theatre,Connie Britton,https://en.wikipedia.org/wiki/Connie_Britton,51,U.S.,Massachusetts,Boston,American,"['E. C. Glass High School', 'Dartmouth College', 'Beijing Normal University', 'Neighborhood Playhouse School of the Theatre']",,F,"['Actress', 'singer', 'producer']",
,,,,,Harvard College,University of Texas at Austin,Columbia University,,Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York,New York City,American,"['Harvard College', 'University of Texas at Austin','Columbia University']",,M,['Astrophysicist'],
,,,,,Howard University,British American Drama Academy,Digital Film Academy,,Chadwick Boseman,https://en.wikipedia.org/wiki/Chadwick_Boseman,40,U.S.,South Carolina,Anderson,American,"['Howard University', 'British American Drama Academy', 'Digital Film Academy']",,M,"['Actor', 'director', 'producer']",
,,,,,Morehouse College,New York University,Tisch School of the Arts,,Spike Lee,https://en.wikipedia.org/wiki/Spike_Lee,61,U.S.,Georgia,Atlanta,American,"['Morehouse College', 'New York University', 'Tisch School of the Arts']",,M,"['Film director', 'producer', 'screenwriter', 'actor', 'professor']",
,,,,,The Putney School,Interlochen Arts Academy,New York University,,Felicity Huffman,https://en.wikipedia.org/wiki/Felicity_Huffman,55,U.S.,New York,Bedford,American,"['The Putney School', 'Interlochen Arts Academy', 'New York University']",,F,['Actress'],
,,,,,Isidore Newman School,Princeton University,London School of Economics,,Michael Lewis,https://en.wikipedia.org/wiki/Michael_Lewis,58,U.S.,Louisiana,New Orleans,American,"['Isidore Newman School', 'Princeton University', 'London School of Economics']",,M,"['Nonfiction writer', 'journalist']",
,,,,,Bates College,University of Edinburgh,University of Minnesota,,Maria Bamford,https://en.wikipedia.org/wiki/Maria_Bamford,48,U.S.,California,,American,"['Bates College', 'University of Edinburgh', 'University of Minnesota']",,F,['Stand-up Comedian'],
,,,,,University of Pittsburgh,Kelley School of Business,Indiana University Bloomington,,Mark Cuban,https://en.wikipedia.org/wiki/Mark_Cuban,60,U.S.,Pennsylvania,Pittsburgh,American,"['University of Pittsburgh', 'Kelley School of Business', 'Indiana University Bloomington']",,M,"['Owner of Dallas Mavericks', 'Co-owner of 2929 Entertainment', 'Co-owner of Brondell', 'Chairman of AXS TV', 'Television personality', 'Entrepreneur']",Independent
University of Maryland,,University of North Carolina,,Yale University,,,,,Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C.,Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",M,['Stand-up comedian'],
Stanford University,"University College,Oxford",,Columbia University,New York University,,,,,Chelsea Clinton,https://en.wikipedia.org/wiki/Chelsea_Clinton,38,U.S.,Arkansas,Little Rock,American,,"['Stanford University', 'University College, Oxford', 'Columbia University', 'New York University']",F,['Philanthropist'],Democratic
Rhode Island School of Design,,,,,,,,,Shepard Fairey,https://en.wikipedia.org/wiki/Shepard_Fairey,48,U.S.,South Carolina,Charleston,American,,['Rhode Island School of Design'],M,['Street artist'],
Broadcast Journalism major,,,,,University of Illinois,,,,Sean Evans,https://en.wikipedia.org/wiki/Sean_Evans_(interviewer),32,U.S.,Illinois,Evanston,American,['University of Illinois'],['Broadcast Journalism major'],M,['Interviewer'],
Phillips Academy,,,,,Williams College,,,,Stacy Schiff,https://en.wikipedia.org/wiki/Stacy_Schiff,57,U.S.,Massachusetts,Adams,American,['Williams College'],"['Phillips Academy', 'Andover']",F,"['Writer', 'editor']",
,,,,,University of New Hampshire,University of Iowa,,,John Irving,https://en.wikipedia.org/wiki/John_Irving,76,U.S.,Exeter,New Hampshire,American,"['University of New Hampshire', 'University of Iowa']",,M,"['Novelist', 'Screenwriter']",
,,,,,Stella Adler Conservatory,Hunter College,,,Natasha Leggero,https://en.wikipedia.org/wiki/Natasha_Leggero,44,U.S.,Illinois,Rockford,American,"['Stella Adler Conservatory', 'Hunter College']",,F,['Actress'],
,,,,,,,,,Jonathan Franzen,https://en.wikipedia.org/wiki/Jonathan_Franzen,59,U.S.,Illinois,Western Springs,American,,,M,"['Novelist', 'essayist']",
,,,,,,,,,2 Chainz,https://en.wikipedia.org/wiki/2_Chainz,41,U.S.,Georgia,College Park,American,,,M,['Rapper'],
,,,,,,,,,Robert Smigel,https://en.wikipedia.org/wiki/Robert_Smigel,58,U.S.,New York,New York City,American,,,M,['Humorist'],
,,,,,Carnegie Mellon University,,,,Denée Benton,https://en.wikipedia.org/wiki/Den%C3%A9e_Benton,25,U.S.,Florida,,American,['Carnegie Mellon University'],,M,"['Actor', 'singer']",
,,,,,University of California,,,,Nick Woodman,https://en.wikipedia.org/wiki/Nick_Woodman,43,U.S.,California,Woodside,American,"['University of California, San Diego']",,M,['Founder and CEO GoPro'],
Highland Park High School,,,,,New York University,,,,Rachel Brosnahan,https://en.wikipedia.org/wiki/Rachel_Brosnahan,27,U.S.,Wisconsin,Milwaukee,American,['New York University'],['Highland Park High School'],F,['Actress'],
,,,,,University of Illinois at UrbanaChampaign,Harvard Business School,,,Jeremy Stoppelman,https://en.wikipedia.org/wiki/Jeremy_Stoppelman,40,U.S.,Virginia,Arlington,American,"['University of Illinois at UrbanaChampaign', 'Harvard Business School']",,M,['CEO'],
,,,,,University of Colorado,Princeton University,,,Daniel Gilbert,https://en.wikipedia.org/wiki/Daniel_Gilbert_(psychologist),60,U.S.,,,American,"['University of Colorado', 'Princeton University']",,M,"['Professor', 'nonfiction writer']",
,,,,,Manhattan College,Vanderbilt University,,,James Patterson,https://en.wikipedia.org/wiki/James_Patterson,71,U.S.,New York,Newburgh,American,"['Manhattan College', 'Vanderbilt University']",,M,['Author'],
,,,,,,,,,Thomas Wenski,https://en.wikipedia.org/wiki/Thomas_Wenski,68,U.S.,Florida,West Palm Beach,American,,,M,['Catholic Bishop'],
,,,,,,,,,Erin Brockovich,https://en.wikipedia.org/wiki/Erin_Brockovich,58,U.S.,Kansas,Lawrence,American,,,F,['Environmental activist'],
,,,,,,,,,Ibtihaj Muhammad,https://en.wikipedia.org/wiki/Ibtihaj_Muhammad,32,U.S.,New Jersey,Maplewood,American,,,M,['Sabre Fencer'],
,,,,,Kenyon College,,,,Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor,38,U.S.,Massachusetts,,American,['Kenyon College'],,M,"['National Security Council  spokesperson', 'podcast host']",
,,,,,Northwestern University,,,,Ana Gasteyer,https://en.wikipedia.org/wiki/Ana_Gasteyer,51,U.S.,D.C.,Washington,American,['Northwestern University'],,F,"['Actress', 'singer', 'comedian']",
,,,,,Ithaca College,,,,Andy Daly,https://en.wikipedia.org/wiki/Andy_Daly,47,U.S.,New York,Mount Kisco,American,['Ithaca College'],,M,"['Actor', 'comedian', 'writer']",
,,,,,The Bronx High School of Science,Bryn Mawr College,Tisch School of the Arts,,Maggie Siff,https://en.wikipedia.org/wiki/Maggie_Siff,44,U.S.,New York,New York City,American,"['The Bronx High School of Science', 'Bryn Mawr College', 'Tisch School of the Arts']",,F,['Actress'],
,,,,,,,,,Andrew Delbanco,https://en.wikipedia.org/wiki/Andrew_Delbanco,,,,,,,,M,['Professor'],
,,,,,,,,,Parker Sawyers,https://en.wikipedia.org/wiki/Parker_Sawyers,34,,,,American,,,M,['Actor'],
,,,,,Max Reinhardt Seminar,,,,Christoph Waltz,https://en.wikipedia.org/wiki/Christoph_Waltz,62,Austria,Vienna,,Austrian,['Max Reinhardt Seminar'],,M,"['Actor', 'director', 'voice actor']",
,,,,,Peking Opera School,,,,Jackie Chan,https://en.wikipedia.org/wiki/Jackie_Chan,64,Hong Kong,Victoria Peak,,Hong Kong,['Peking Opera School'],,M,"['Martial artist', 'actor', 'director', 'producer', 'screenwriter', 'action choreographer', 'singer', 'stunt director', 'stunt performer']",
,,,,,University of California,,,,Jimmy O. Yang,https://en.wikipedia.org/wiki/Jimmy_O._Yang,31,Hong Kong,,,American,"['University of California, San Diego']",,M,['Actor'],
,,,,,,,,,Gloria Estefan,https://en.wikipedia.org/wiki/Gloria_Estefan,61,Cuba,Havana,,American,,,F,['singer'],
,,,,,James Madison University,,,,Jim Acosta,https://en.wikipedia.org/wiki/Jim_Acosta,47,Cuba,,,American,['James Madison University'],,M,['Journalist'],
Wellesley College,Johns Hopkins University,Columbia University,,,,,,,Madeleine Albright,https://en.wikipedia.org/wiki/Madeleine_Albright,81,Czech Republic,Prague,,American,,"['Wellesley College', 'Johns Hopkins University', 'Columbia University']",F,['United States Secretary of State'],Democratic
,,,,,,,,,Florent Groberg,https://en.wikipedia.org/wiki/Florent_Groberg,35,France,Poissy,,American,,,M,['Military officer'],
,,,,,,,,,Daniel Boulud,https://en.wikipedia.org/wiki/Daniel_Boulud,63,France,SaintPierredeChandieu,,French,,,M,['Chef'],
,,,,,,,,,Marion Cotillard,https://en.wikipedia.org/wiki/Marion_Cotillard,43,France,Paris,,French,,,F,"['Actress', 'singer', 'musician', 'environmentalist']",
,,,,,,,,,Alexa Davalos,https://en.wikipedia.org/wiki/Alexa_Davalos,36,France,Paris,,American,,,F,['Actress'],
