occupation - Split 1,education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
Entertainment and Show Business,,,,,,University of Michigan,,,,Jon Glaser,https://en.wikipedia.org/wiki/Jon_Glaser,50,U.S.,Illinois,Chicago,American,['University of Michigan'],,M,"['Actor', 'comedian', 'writer', 'producer', 'director']",
Entertainment and Show Business,,,,,,Sarah Lawrence College,,,,Jordan Peele,https://en.wikipedia.org/wiki/Jordan_Peele,39,U.S.,New York,New York City,American,['Sarah Lawrence College'],,M,"['Actor', 'comedian', 'writer',  'producer',  'director']",
Entertainment and Show Business,,,,,,Syracuse University,,,,Jessie Mueller,https://en.wikipedia.org/wiki/Jessie_Mueller,35,U.S.,Illinois,Evanston,American,['Syracuse University'],,F,"['Actor', 'singer']",
Entertainment and Show Business,,,,,,Brown University,,,,Daveed Diggs,https://en.wikipedia.org/wiki/Daveed_Diggs,36,U.S.,California,Oakland,American,['Brown University'],,M,"['Actor', 'rapper', 'singer']",
Entertainment and Show Business,,,,,,Brown University,,,,John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski,39,U.S.,Massachusetts,Boston,American,['Brown University'],,M,"['Actor', 'screenwriter', 'producer', 'director']",
Entertainment and Show Business,,,,,,UNCGreensboro,,,,Brian Huskey,https://en.wikipedia.org/wiki/Brian_Huskey,50,U.S.,North Carolina,Charlotte,American,['UNCGreensboro'],,M,"['Actor','comedian']",
Entertainment and Show Business,,,,,,UC Berkeley,,,,Chris Pine,https://en.wikipedia.org/wiki/Chris_Pine,38,U.S.,California,Los Angeles,American,['UC Berkeley'],,M,['Actor'],
Entertainment and Show Business,,,,,,University of Kansas,,,,Paul Rudd,https://en.wikipedia.org/wiki/Paul_Rudd,49,U.S.,New Jersey,Passaic,American,['University of Kansas'],,M,"['Actor', 'comedian', 'writer', 'producer']",
Entertainment and Show Business,,,,,,Minot State University,,,,Josh Duhamel,https://en.wikipedia.org/wiki/Josh_Duhamel,45,U.S.,North Dakota,Minot,American,['Minot State University'],,M,"['Actor', 'model']",
Entertainment and Show Business,,,,,,George Washington University,,,,T. J. Miller,https://en.wikipedia.org/wiki/T._J._Miller,37,U.S.,Colorado,Denver,American,['George Washington University'],,M,"['Actor', 'standup comedian', 'producer', 'writer']",
Entertainment and Show Business,,,,,,Carnegie Mellon University,,,,Joe Manganiello,https://en.wikipedia.org/wiki/Joe_Manganiello,41,U.S.,Pennsylvania,Mt. Lebanon,American,['Carnegie Mellon University'],,M,"['Actor', 'producer', 'director', 'author']",
Entertainment and Show Business,,,,,,Carnegie Mellon University,,,,Christian Borle,https://en.wikipedia.org/wiki/Christian_Borle,45,U.S.,Pennsylvania,Pittsburgh,American,['Carnegie Mellon University'],,M,"['Actor', 'singer', 'dancer']",
Entertainment and Show Business,,,,,,Carnegie Mellon University,,,,Patrick Wilson,https://en.wikipedia.org/wiki/Patrick_Wilson_(American_actor),45,U.S.,Virginia,Norfolk,American,['Carnegie Mellon University'],,M,"['Actor', 'singer', 'producer']",
Entertainment and Show Business,,,,,,Carnegie Mellon University,,,,Matt Bomer,https://en.wikipedia.org/wiki/Matt_Bomer,41,U.S.,Missouri,Webster Groves,American,['Carnegie Mellon University'],,M,"['Actor', 'director', 'producer',  'singer']",
Entertainment and Show Business,,,,,,Carnegie Mellon University,,,,Zachary Quinto,https://en.wikipedia.org/wiki/Zachary_Quinto,41,U.S.,Pennsylvania,Pittsburgh,American,['Carnegie Mellon University'],,M,"['Actor', 'producer']",
Entertainment and Show Business,,,,,,University of Montana,,,,J. K. Simmons,https://en.wikipedia.org/wiki/J._K._Simmons,63,U.S.,Michigan,Grosse Pointe,American,['University of Montana'],,M,"['Actor', 'voice actor']",
Entertainment and Show Business,,,,,,The New School,,,,Jesse Eisenberg,https://en.wikipedia.org/wiki/Jesse_Eisenberg,35,U.S.,New York,New York City,American,['The New School'],,M,"['Actor', 'author', 'humorist', 'playwright']",
Entertainment and Show Business,,,,,,Santa Clara University,,,,Shemar Moore,https://en.wikipedia.org/wiki/Shemar_Moore,48,U.S.,California,Oakland,American,['Santa Clara University'],,M,"['Actor','model']",
Entertainment and Show Business,,,,,,College of Charleston,,,,Matt Czuchry,https://en.wikipedia.org/wiki/Matt_Czuchry,41,U.S.,New Hampshire,Manchester,British,['College of Charleston'],,M,['Actor'],
Entertainment and Show Business,,,,,,American Musical and Dramatic Academy,,,,Christopher Jackson,https://en.wikipedia.org/wiki/Christopher_Jackson_(actor),43,U.S.,Illinois,Metropolis,American,['American Musical and Dramatic Academy'],,M,['Actor'],
Entertainment and Show Business,,,,,,Harvard University,,,,B. J. Novak,https://en.wikipedia.org/wiki/B._J._Novak,39,U.S.,Massachusetts,Newton,American,['Harvard University'],,M,"['Actor', 'writer', 'comedian', 'director']",
Entertainment and Show Business,,,,,,Bennington College,,,,Tim Daly,https://en.wikipedia.org/wiki/Tim_Daly,62,U.S.,New York,New York City,American,['Bennington College'],,M,"['Actor', 'producer']",
Entertainment and Show Business,,,,,,Bennington College,,,,Justin Theroux,https://en.wikipedia.org/wiki/Justin_Theroux,47,U.S.,D.C.,Washington,American,['Bennington College'],,M,"['Actor', 'producer', 'writer']",
Entertainment and Show Business,,,,,,"UCLA School of Theater,Film and Television",,,,Jack Black,https://en.wikipedia.org/wiki/Jack_Black,49,U.S.,California,Santa Monica,American,"['UCLA School of Theater, Film and Television']",,M,"['Actor', 'voice actor', 'comedian', 'musician', 'songwriter']",
Entertainment and Show Business,,,,,,St Lawrence University,,,,Viggo Mortensen,https://en.wikipedia.org/wiki/Viggo_Mortensen,60,U.S.,New York,New York City,American,['St. Lawrence University'],,M,"['Actor', 'producer', 'author', 'musician', 'photographer',  'poet',  'painter']",
Entertainment and Show Business,,,,,,New York University,,,,John Early,https://en.wikipedia.org/wiki/John_Early_(comedian),30,U.S.,Tennessee,Nashville,American,['New York University'],,M,"['Actor', 'comedian']",
Entertainment and Show Business,,,,,,New York University,,,,Miles Teller,https://en.wikipedia.org/wiki/Miles_Teller,31,U.S.,Pennsylvania,Downingtown,New York,['New York University'],,M,['Actor'],
Entertainment and Show Business,,,,,,New York University,,,,Zach Woods,https://en.wikipedia.org/wiki/Zach_Woods,34,U.S.,New Jersey,Trenton,American,['New York University'],,M,['Actor'],
Entertainment and Show Business,,,,,,Ruth Asawa San Francisco School of the Arts,,,,Sam Rockwell,https://en.wikipedia.org/wiki/Sam_Rockwell,49,U.S.,California,San Mateo County,American,['Ruth Asawa San Francisco School of the Arts'],,M,['Actor'],
Entertainment and Show Business,,,,,,Morehouse College,,,,Samuel L. Jackson,https://en.wikipedia.org/wiki/Samuel_L._Jackson,69,U.S.,D.C.,Washington,American,"['Morehouse College', 'B.A.']",,M,"['Actor', 'film producer']",
Entertainment and Show Business,,,,,,Royal Central School of Speech amp Drama,,,,Andrew Garfield,https://en.wikipedia.org/wiki/Andrew_Garfield,35,U.S.,California,Los Angeles,American,['Royal Central School of Speech amp Drama'],,M,['Actor'],
Entertainment and Show Business,,,,,,Southern Illinois University,,,,Bob Odenkirk,https://en.wikipedia.org/wiki/Bob_Odenkirk,56,U.S.,Illinois,Berwyn,American,['Southern Illinois University'],,M,"['Actor', 'comedian', 'director',  'producer',  'writer']",
Entertainment and Show Business,,,,,,Tisch School of Arts,,,,Justin Bartha,https://en.wikipedia.org/wiki/Justin_Bartha,40,U.S.,Florida,Fort Lauderdale,American,['Tisch School of Arts'],,M,['Actor'],
Entertainment and Show Business,,,,,,Oberlin College,,,,Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms,44,U.S.,Georgia,Atlanta,American,['Oberlin College'],,M,"['Actor', 'comedian', 'singer']",
Entertainment and Show Business,,,,,,Denison University,,,,Steve Carell,https://en.wikipedia.org/wiki/Steve_Carell,56,U.S.,Massachusetts,Concord,American,['Denison University'],,M,"['Actor', 'comedian', 'producer', 'writer']",
Entertainment and Show Business,,,,,,Fordham University,,,,Denzel Washington,https://en.wikipedia.org/wiki/Denzel_Washington,63,U.S.,New York,Mount Vernon,American,['Fordham University'],,M,"['Actor', 'director', 'producer']",
Entertainment and Show Business,,,,,,Columbia University,,,,Casey Affleck,https://en.wikipedia.org/wiki/Casey_Affleck,43,U.S.,Massachusetts,Falmouth,American,['Columbia University'],,M,"['Actor', 'Director']",
Entertainment and Show Business,,,,,,University of North Carolina,,,,Wyatt Cenac,https://en.wikipedia.org/wiki/Wyatt_Cenac,42,U.S.,New York,New York City,American,['University of North Carolina'],,M,"['Actor', 'comedian', 'writer', 'producer']",
Entertainment and Show Business,,,,,,Vassar College,,,,Justin Long,https://en.wikipedia.org/wiki/Justin_Long,40,U.S.,Connecticut,Fairfield,American,['Vassar College'],,M,"['Actor', 'comedian', 'humorist']",
Entertainment and Show Business,,,,,,University of Connecticut,,,,Bobby Moynihan,https://en.wikipedia.org/wiki/Bobby_Moynihan,41,U.S.,New York,,American,['University of Connecticut'],,M,['Actor'],
Entertainment and Show Business,,,,,,Catholic University of America,,,,John Slattery,https://en.wikipedia.org/wiki/John_Slattery,56,U.S.,Massachusetts,Boston,American,['Catholic University of America'],,M,"['Actor', 'director']",
Entertainment and Show Business,,,,,,University of Washington,,,,Kyle MacLachlan,https://en.wikipedia.org/wiki/Kyle_MacLachlan,59,U.S.,Washington,Yakima,American,['University of Washington'],,M,['Actor'],
Entertainment and Show Business,,,,,,Carnegie Mellon College of Fine Arts,,,,Josh Gad,https://en.wikipedia.org/wiki/Josh_Gad,37,U.S.,Florida,Hollywood,American,['Carnegie Mellon College of Fine Arts'],,M,"['Actor', 'comedian', 'singer']",
Entertainment and Show Business,,,,,,,,,,Peter Dinklage,https://en.wikipedia.org/wiki/Peter_Dinklage,49,U.S.,New Jersey,Morristown,American,,,M,"['Actor', 'film producer']",
Entertainment and Show Business,,,,,,,,,,Sam Elliott,https://en.wikipedia.org/wiki/Sam_Elliott,74,U.S.,California,Sacramento,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Damon Wayans Jr.,https://en.wikipedia.org/wiki/Damon_Wayans_Jr.,35,U.S.,Vermont,Huntington,American,,,M,"['Actor', 'comedian', 'writer']",
Entertainment and Show Business,,,,,,,,,,Iain Armitage,https://en.wikipedia.org/wiki/Iain_Armitage,10,U.S.,Virginia,,American,,,M,"['Actor', 'theater critic']",
Entertainment and Show Business,,,,,,,,,,Adam Pally,https://en.wikipedia.org/wiki/Adam_Pally,36,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian', 'writer']",
Entertainment and Show Business,,,,,,,,,,Jace Norman,https://en.wikipedia.org/wiki/Jace_Norman,18,U.S.,New Mexico,Corrales,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Dwayne Johnson,https://en.wikipedia.org/wiki/Dwayne_Johnson,46,U.S.,California,Hayward,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,David Koechner,https://en.wikipedia.org/wiki/David_Koechner,56,U.S.,Missouri,Tipton,American,,,M,"['Actor', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Michael B. Jordan,https://en.wikipedia.org/wiki/Michael_B._Jordan,31,U.S.,California,Santa Ana,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Adam DeVine,https://en.wikipedia.org/wiki/Adam_DeVine,34,U.S.,Iowa,Waterloo,American,,,M,"['Actor', 'comedian', 'singer', 'screenwriter', 'producer']",
Entertainment and Show Business,,,,,,,,,,Justin Hartley,https://en.wikipedia.org/wiki/Justin_Hartley,41,U.S.,Illinois,Knoxville,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Nathan Lane,https://en.wikipedia.org/wiki/Nathan_Lane,62,U.S.,New Jersey,Jersey City,American,,,M,"['Actor', 'writer']",
Entertainment and Show Business,,,,,,,,,,Michael Shannon,https://en.wikipedia.org/wiki/Michael_Shannon,44,U.S.,Kentucky,Lexington,American,,,M,"['Actor', 'musician']",
Entertainment and Show Business,,,,,,,,,,Willem Dafoe,https://en.wikipedia.org/wiki/Willem_Dafoe,63,U.S.,Wisconsin,Appleton,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Thomas Lennon,https://en.wikipedia.org/wiki/Thomas_Lennon,48,U.S.,Illinois,Oak Park,American,,,M,"['Actor', 'comedian', 'screenwriter', 'producer', 'director']",
Entertainment and Show Business,,,,,,,,,,Matt Damon,https://en.wikipedia.org/wiki/Matt_Damon,48,U.S.,Massachusetts,Cambridge,American,,,M,"['Actor', 'filmmaker', 'producer with Pearl Street Films', 'screenwriter']",
Entertainment and Show Business,,,,,,,,,,Tyler Perry,https://en.wikipedia.org/wiki/Tyler_Perry,49,U.S.,Louisiana,New Orleans,American,,,M,"['Actor', 'playwright', 'filmmaker', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Jay Pharoah,https://en.wikipedia.org/wiki/Jay_Pharoah,31,U.S.,Virginia,Chesapeake,American,,,M,"['Actor', 'comedian', 'rapper']",
Entertainment and Show Business,,,,,,,,,,Bill Murray,https://en.wikipedia.org/wiki/Bill_Murray,68,U.S.,Illinois,Evanston,American,,,M,"['Actor', 'comedian', 'writer']",
Entertainment and Show Business,,,,,,,,,,Jason Alexander,https://en.wikipedia.org/wiki/Jason_Alexander,59,U.S.,New Jersey,Newark,American,,,M,"['Actor', 'voice actor', 'comedian', 'singer', 'director']",
Entertainment and Show Business,,,,,,,,,,Jeff Bridges,https://en.wikipedia.org/wiki/Jeff_Bridges,68,U.S.,California,Los Angeles,American,,,M,"['Actor', 'singer', 'producer', 'composer']",
Entertainment and Show Business,,,,,,,,,,Michael Rapaport,https://en.wikipedia.org/wiki/Michael_Rapaport,48,U.S.,New York,New York City,American,,,M,"['Actor', 'Director', 'Podcast host', 'Comedian']",
Entertainment and Show Business,,,,,,,,,,Jim Jefferies,https://en.wikipedia.org/wiki/Jim_Jefferies_(comedian),41,Australia,New South Wales,Sydney,Australian,,,M,['Comedian'],
Entertainment and Show Business,,,,,,,,,,James Van Der Beek,https://en.wikipedia.org/wiki/James_Van_Der_Beek,41,U.S.,Connecticut,Cheshire,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Matthew McConaughey,https://en.wikipedia.org/wiki/Matthew_McConaughey,48,U.S.,Texas,Uvalde,American,,,M,"['Actor', 'producer', 'model', 'writer', 'director']",
Entertainment and Show Business,,,,,,,,,,Ashton Kutcher,https://en.wikipedia.org/wiki/Ashton_Kutcher,40,U.S.,Iowa,Cedar Rapids,American,,,M,"['Actor', 'producer', 'entrepreneur']",
Entertainment and Show Business,,,,,,,,,,Woody Harrelson,https://en.wikipedia.org/wiki/Woody_Harrelson,57,U.S.,Texas,Midland,American,,,M,"['Actor', 'playwright']",
Entertainment and Show Business,,,,,,,,,,Ice Cube,https://en.wikipedia.org/wiki/Ice_Cube,49,U.S.,California,Los Angeles,American,,,M,"['Actor', 'Rapper']",
Entertainment and Show Business,,,,,,,,,,Sam Richardson,https://en.wikipedia.org/wiki/Sam_Richardson_(actor),34,U.S.,Michigan,Detroit,American,,,M,"['Actor', 'writer', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Hannibal Buress,https://en.wikipedia.org/wiki/Hannibal_Buress,35,U.S.,Illinois,Chicago,American,,,M,"['Actor', 'comedian', 'writer', 'producer']",
Entertainment and Show Business,,,,,,,,,,Rob Huebel,https://en.wikipedia.org/wiki/Rob_Huebel,49,U.S.,Virginia,Alexandria,American,,,M,"['Acto'r, 'comedian', 'writer']",
Entertainment and Show Business,,,,,,,,,,Terry Crews,https://en.wikipedia.org/wiki/Terry_Crews,50,U.S.,Michigan,Flint,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Ben Platt,https://en.wikipedia.org/wiki/Ben_Platt_(actor),25,U.S.,California,Los Angeles,American,,,M,"['Actor', 'singer']",
Entertainment and Show Business,,,,,,,,,,Danny McBride,https://en.wikipedia.org/wiki/Danny_McBride,41,U.S.,Georgia,Statesboro,American,,,M,"['Actor', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Timothy Simons,https://en.wikipedia.org/wiki/Timothy_Simons,40,U.S.,Maine,Readfield,American,,,M,"['Actor', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Tracy Morgan,https://en.wikipedia.org/wiki/Tracy_Morgan,49,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Paul Scheer,https://en.wikipedia.org/wiki/Paul_Scheer,42,U.S.,New York,Huntington,American,,,M,"['Actor', 'comedian', 'podcaster', 'writer', 'director', 'producer']",
Entertainment and Show Business,,,,,,,,,,Elisabeth Moss,https://en.wikipedia.org/wiki/Elisabeth_Moss,36,U.S.,California,Los Angeles,American,,,F,['Actor'],
Entertainment and Show Business,,,,,,,,,,Kadeem Hardison,https://en.wikipedia.org/wiki/Kadeem_Hardison,53,U.S.,New York,Brooklyn,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,H. Jon Benjamin,https://en.wikipedia.org/wiki/H._Jon_Benjamin,52,U.S.,Massachusetts,Worcester,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Michael McKean,https://en.wikipedia.org/wiki/Michael_McKean,71,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian', 'writer', 'composer', 'musician']",
Entertainment and Show Business,,,,,,,,,,Josh Lucas,https://en.wikipedia.org/wiki/Josh_Lucas,47,U.S.,Arkansas,Fayetteville,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Paul Rust,https://en.wikipedia.org/wiki/Paul_Rust,37,U.S.,Iowa,Le Mars,American,,,M,"['Actor', 'comedian', 'writer']",
Entertainment and Show Business,,,,,,,,,,Chris Colfer,https://en.wikipedia.org/wiki/Chris_Colfer,28,U.S.,California,Clovis,American,,,M,"['Actor', 'singer', 'writer']",
Entertainment and Show Business,,,,,,,,,,Zoey Deutch,https://en.wikipedia.org/wiki/Zoey_Deutch,23,U.S.,California,Los Angeles,American,,,F,"['Actor', 'producer', 'activist']",
Entertainment and Show Business,,,,,,,,,,Taran Killam,https://en.wikipedia.org/wiki/Taran_Killam,36,U.S.,California,Culver City,American,,,M,['Actor'],
Entertainment and Show Business,,,,,,,,,,Louie Anderson,https://en.wikipedia.org/wiki/Louie_Anderson,65,U.S.,Minnesota,Saint Paul,American,,,M,"['Actor', 'comedian', 'game show host', 'author']",
Entertainment and Show Business,,,,,,,,,,Cuba Gooding Jr.,https://en.wikipedia.org/wiki/Cuba_Gooding_Jr.,50,U.S.,New York,New York City,American,,,M,"['Actor', 'comedian']",
Entertainment and Show Business,,,,,,,,,,Josh Holloway,https://en.wikipedia.org/wiki/Josh_Holloway,49,U.S.,California,San Jose,American,,,M,"['Actor', 'model', 'producer']",
Entertainment and Show Business,,,,,,,,,,Chris Messina,https://en.wikipedia.org/wiki/Chris_Messina,44,U.S.,New York,Northport,American,,,M,"['Actor', 'film director']",
Entertainment and Show Business,,,,,,,,,,James Franco,https://en.wikipedia.org/wiki/James_Franco,40,U.S.,California,Palo Alto,American,,,M,"['Actor', 'filmmaker']",
Entertainment and Show Business,,,,,,,,,,Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg,47,U.S.,Massachusetts,Boston,American,,,M,"['Actor', 'producer',  'businessman',  'model',  'rapper', 'songwriter']",
Entertainment and Show Business,,,,,,,,,,Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman,49,U.S.,New York,Rye,American,,,M,"['Actor', 'director', 'producer']",
Entertainment and Show Business,,,,,,,,,,Danny DeVito,https://en.wikipedia.org/wiki/Danny_DeVito,73,U.S.,New Jersey,Neptune Township,American,,,M,"['Actor', 'filmmaker']",
Entertainment and Show Business,,,,,,,,,,James Marsden,https://en.wikipedia.org/wiki/James_Marsden,45,U.S.,Oklahoma,Stillwater,American,,,M,"['Actor',  'singer',  'model']",
Bear Trainer,,,,,,,,,,Jeff Watson,,53,U.S.,Indiana,Bedford,American,,,M,['Bear Trainer'],
Entertainment and Show Business,,,,,,,,,,Jeff Goldblum,https://en.wikipedia.org/wiki/Jeff_Goldblum,66,U.S.,Pennsylvania,Pittsburgh,American,,,M,"['Actor', 'musician']",
Entertainment and Show Business,,,,,,,,,,Don Cheadle,https://en.wikipedia.org/wiki/Don_Cheadle,53,U.S.,Missouri,Kansas City,New York,,,M,"['Actor', 'film producer', 'director', 'writer', 'author']",
