occupation - Split 1,education - Split 1,education - Split 2,education - Split 3,education - Split 4,education - Split 5,almamater - Split 1,almamater - Split 2,almamater - Split 3,almamater - Split 4,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
Entertainment and Show Business,,,,,,New York University,,,,Katherine Waterston,https://en.wikipedia.org/wiki/Katherine_Waterston,38,U.K.,London,Westminster,American,['New York University'],,F,['Actress'],
Entertainment and Show Business,,,,,,"Downing College,Cambridge",,,,Thandie Newton,https://en.wikipedia.org/wiki/Thandie_Newton,45,U.K.,London,Westminster,British,"['Downing College, Cambridge']",,F,['Actress'],
Entertainment and Show Business,,,,,,"Trinity Hall,Cambridge",,,,Rachel Weisz,https://en.wikipedia.org/wiki/Rachel_Weisz,48,U.K.,London,Westminster,American,"['Trinity Hall, Cambridge']",,F,"['Actress', 'fashion model']",
Entertainment and Show Business,,,,,,"Newnham College,Cambridge",,,,Emma Thompson,https://en.wikipedia.org/wiki/Emma_Thompson,59,U.K.,London,Paddington,British,"['Newnham College, Cambridge']",,F,"['Actress', 'comedienne' 'screenwriter', 'author', 'activist']",
Entertainment and Show Business,,,,,,Liverpool John Moores University,,,,Claire Foy,https://en.wikipedia.org/wiki/Claire_Foy,34,U.K.,Greater Manchester,Stockport,British,['Liverpool John Moores University'],,F,['Actress'],
Entertainment and Show Business,,,,,,"New Hall,Cambridge",,,,Tilda Swinton,https://en.wikipedia.org/wiki/Tilda_Swinton,57,U.K.,London,,British,"['New Hall, Cambridge']",,F,"['Actress', 'model', 'artist']",
Entertainment and Show Business,,,,,,,,,,Jodie Whittaker,https://en.wikipedia.org/wiki/Jodie_Whittaker,36,U.K.,West Yorkshire,Skelmanthorpe,British,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Tracey Ullman,https://en.wikipedia.org/wiki/Tracey_Ullman,58,U.K.,England,Buckinghamshire,British,,,F,"['Actress', 'comedian', 'singer', 'dancer', 'screenwriter', 'producer', 'director', 'author', 'businesswoman']",
Entertainment and Show Business,,,,,,,,,,Caitriona Balfe,https://en.wikipedia.org/wiki/Caitriona_Balfe,39,U.K.,Dublin,,British,,,F,"['Actress', 'model']",
Entertainment and Show Business,,,,,,,,,,Naomi Watts,https://en.wikipedia.org/wiki/Naomi_Watts,50,U.K.,Kent,Shoreham,British,,,F,"['Actress', 'film producer']",
Entertainment and Show Business,,,,,,,,,,Cush Jumbo,https://en.wikipedia.org/wiki/Cush_Jumbo,33,U.K.,London,Denmark Hill,British,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Julie Andrews,https://en.wikipedia.org/wiki/Julie_Andrews,83,U.K.,Surrey,WaltononThames,British,,,F,"['Actress', 'singer', 'author']",
Entertainment and Show Business,,,,,,,,,,Emilia Clarke,https://en.wikipedia.org/wiki/Emilia_Clarke,32,U.K.,London,,British,,,F,['Actress'],
Entertainment and Show Business,,,,,,,,,,Michelle Dockery,https://en.wikipedia.org/wiki/Michelle_Dockery,36,U.K.,London,Rush Green,British,,,F,"['Actress', 'singer']",
Entertainment and Show Business,,,,,,,,,,Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt,35,U.K.,London,Wandsworth,British,,,F,['Actress'],
Entertainment and Show Business,,,,,,University of Nottingham,London Academy of Music and Dramatic Art,,,Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson,36,U.K.,Kent,Ashford,British,"['University of Nottingham', 'London Academy of Music and Dramatic Art']",,F,['Actress'],
Entertainment and Show Business,,,,,,Juilliard School,,,,Audra McDonald,https://en.wikipedia.org/wiki/Audra_McDonald,48,Germany,West Berlin,,American,['Juilliard School'],,F,"['Actress', 'singer']",
Entertainment and Show Business,,,,,,,,,,Padma Lakshmi,https://en.wikipedia.org/wiki/Padma_Lakshmi,48,India,Tamil Nadu,Chennai,American,,,F,"['Model', 'author', 'actress', 'television host']",
Entertainment and Show Business,,,,,,,,,,Kate Upton,https://en.wikipedia.org/wiki/Kate_Upton,26,U.S.,Michigan,St. Joseph,American,,,F,"['Model', 'actress']",
Entertainment and Show Business,,,,,,,,,,Brooklyn Decker,https://en.wikipedia.org/wiki/Brooklyn_Decker,31,U.S.,Ohio,Kettering,American,,,F,['Model'],
Entertainment and Show Business,,,,,,,,,,Chrissy Teigen,https://en.wikipedia.org/wiki/Chrissy_Teigen,32,U.S.,Utah,Delta,American,,,F,['Model'],
Entertainment and Show Business,,,,,,,,,,Hailey Clauson,https://en.wikipedia.org/wiki/Hailey_Clauson,23,U.S.,California,Thousand Oaks,American,,,F,['Model'],
Entertainment and Show Business,,,,,,,,,,Sharon Osbourne,https://en.wikipedia.org/wiki/Sharon_Osbourne,66,U.K.,London,Brixton,British,,,F,"['Music manager', 'promoter', 'businesswoman', 'television talent competition judge', 'talk show host', 'author']",
Entertainment and Show Business,,,,,,,,,,Elton John,https://en.wikipedia.org/wiki/Elton_John,71,U.K.,Middlesex,Pinner,British,,,M,"['Musician', 'singer', 'songwriter', 'composer']",
Entertainment and Show Business,,,,,,,,,,Spike Feresten,https://en.wikipedia.org/wiki/Spike_Feresten,54,U.S.,Massachusetts,Fall River,American,,,M,['Screenwriter'],
Entertainment and Show Business,,,,,,,,,,Dave,https://en.wikipedia.org/wiki/Dave_Grohl,49,U.S.,Ohio,Warren,American,,,M,['Singer-Songwriter'],
Entertainment and Show Business,,,,,,,,,,Joey McIntyre,https://en.wikipedia.org/wiki/Joey_McIntyre,45,U.S.,Massachusetts,Needham,American,,,M,['Singer-Songwriter'],
Entertainment and Show Business,,,,,,,,,,Dierks Bentley,https://en.wikipedia.org/wiki/Dierks_Bentley,42,U.S.,Arizona,Phoenix,American,,,M,['Singer-Songwriter'],
Entertainment and Show Business,,,,,,,,,,Luke Bryan,https://en.wikipedia.org/wiki/Luke_Bryan,42,U.S.,Georgia,Leesburg,American,,,M,['Singer-Songwriter'],
Entertainment and Show Business,,,,,,,,,,Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel,69,U.S.,New York,New York City,American,,,M,['Singer-Songwriter'],
Entertainment and Show Business,,,,,,,,,,David Byrne,https://en.wikipedia.org/wiki/David_Byrne,66,U.K.,Scotland,,British,,,M,['Singer-Songwriter'],
Entertainment and Show Business,,,,,,,,,,Gloria Estefan,https://en.wikipedia.org/wiki/Gloria_Estefan,61,Cuba,Havana,,American,,,F,['singer'],
Entertainment and Show Business,,,,,,,,,,Graham Nash,https://en.wikipedia.org/wiki/Graham_Nash,76,U.K.,Blackpool,,British,,,M,['singer'],
Entertainment and Show Business,,,,,,,,,,Elvis Costello,https://en.wikipedia.org/wiki/Elvis_Costello,64,England,London,,British,,,M,"['Singer', 'songwriter', 'musician']",
Entertainment and Show Business,,,,,,,,,,Troye Sivan,https://en.wikipedia.org/wiki/Troye_Sivan,23,South Africa,Johannesburg,,Australian,,,M,"['Singer', 'songwriter', 'actor', 'YouTuber']",
Entertainment and Show Business,,,,,,,,,,Neil Young,https://en.wikipedia.org/wiki/Neil_Young,72,Canada,Ontario,Toronto,Canadian,,,M,['Singer'],
Entertainment and Show Business,,,,,,Sarah Lawrence College,,,,Carly Simon,https://en.wikipedia.org/wiki/Carly_Simon,73,U.S.,New York,New York City,American,['Sarah Lawrence College'],,F,"['Singer', 'songwriter', 'musician', 'actress', 'writer']",
Entertainment and Show Business,,,,,,University of Pennsylvania,,,,John Legend,https://en.wikipedia.org/wiki/John_Legend,39,U.S.,Ohio,Springfield,American,['University of Pennsylvania'],,M,"['Singer', 'songwriter', 'musician', 'actor']",
Entertainment and Show Business,,,,,,,,,,Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,32,U.S.,New York,New York City,American,,,F,"['Singer', 'songwriter', 'actress', 'record producer']",
Entertainment and Show Business,,,,,,,,,,Willie Nelson,https://en.wikipedia.org/wiki/Willie_Nelson,85,U.S.,Texas,Abbot,American,,,M,['Singer'],
Entertainment and Show Business,,,,,,,,,,Janelle Monáe,https://en.wikipedia.org/wiki/Janelle_Mon%C3%A1e,32,U.S.,Kansas,Kansas City,American,,,F,"['Singer', 'songwriter', 'rapper', 'record producer', 'actress', 'model']",
Entertainment and Show Business,,,,,,,,,,Mandy Moore,https://en.wikipedia.org/wiki/Mandy_Moore,34,U.S.,New Hampshire,Nashua,American,,,F,"['Singer', 'songwriter', 'actress']",
Entertainment and Show Business,,,,,,,,,,Justin Timberlake,https://en.wikipedia.org/wiki/Justin_Timberlake,37,U.S.,Tennessee,Memphis,American,,,M,"['Singer', 'songwriter', 'actor', 'dancer', 'record producer']",
Entertainment and Show Business,,,,,,,,,,Joe Walsh,https://en.wikipedia.org/wiki/Joe_Walsh,70,U.S.,Kansas,Wichita,American,,,M,['Singer'],
Entertainment and Show Business,,,,,,,,,,LL Cool J,https://en.wikipedia.org/wiki/LL_Cool_J,50,U.S.,New York,Long Island,American,,,M,['Singer'],
Entertainment and Show Business,,,,,,,,,,Michael Bolton,https://en.wikipedia.org/wiki/Michael_Bolton,65,U.S.,Connecticut,New Haven,American,,,M,['Singer'],
Entertainment and Show Business,,,,,,,,,,Josh Groban,https://en.wikipedia.org/wiki/Josh_Groban,37,U.S.,California,Los Angeles,American,,,M,['Singer'],
Entertainment and Show Business,,,,,,,,,,Michael Stipe,https://en.wikipedia.org/wiki/Michael_Stipe,58,U.S.,Georgia,,American,,,M,['Singer'],
Entertainment and Show Business,,,,,,,,,,Stevie Wonder,https://en.wikipedia.org/wiki/Stevie_Wonder,68,U.S.,Michigan,Saginaw,New York,,,M,"['Singer', 'songwriter', 'musician', 'record producer',  'multi instrumentalist']",
Entertainment and Show Business,,,,,,,,,,Donnie Wahlberg,https://en.wikipedia.org/wiki/Donnie_Wahlberg,49,U.S.,Massachusetts,Boston,American,,,M,"['Singer', 'songwriter', 'actor', 'record producer', 'film producer']",
Entertainment and Show Business,,,,,,,,,,Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen,69,U.S.,New Jersey,Long Branch,American,,,M,"['Singer', 'songwriter']",
Entertainment and Show Business,,,,,,,,,,Harry Connick Jr.,https://en.wikipedia.org/wiki/Harry_Connick_Jr.,51,U.S.,Louisiana,New Orleans,American,,,M,"['Singer', 'composer', 'actor',  'television host']",
Entertainment and Show Business,,,,,,,,,,Nick Jonas,https://en.wikipedia.org/wiki/Nick_Jonas,26,U.S.,Texas,Dallas,American,,,M,"['Singer', 'songwriter', 'actor']",
Entertainment and Show Business,,,,,,,,,,Demi Lovato,https://en.wikipedia.org/wiki/Demi_Lovato,26,U.S.,New Mexico,Albuquerque,American,,,F,"['Singer', 'songwriter', 'actress', 'author']",
Entertainment and Show Business,,,,,,,,,,Edie Brickell,https://en.wikipedia.org/wiki/Edie_Brickell,52,U.S.,Texas,Dallas,American,,,F,['Singer'],
Entertainment and Show Business,,,,,,,,,,Steven Tyler,https://en.wikipedia.org/wiki/Steven_Tyler,70,U.S.,New York,New York City,American,,,M,"['Singer', 'songwriter', 'musician', 'actor', 'talent judge']",
Entertainment and Show Business,,,,,,,,,,Carrie Brownstein,https://en.wikipedia.org/wiki/Carrie_Brownstein,44,U.S.,Washington,Seattle,American,,,F,"['Singer', 'songwriter', 'musician']",
Entertainment and Show Business,,,,,,,,,,Bill Withers,https://en.wikipedia.org/wiki/Bill_Withers,80,U.S.,West Virginia,Slab Fork,American,,,M,"['Singer', 'songwriter', 'musician']",
Entertainment and Show Business,,,,,,University of California,,,,Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles,38,U.S.,California,Eureka,American,"['University of California, Los Angeles']",,F,"['Singer', 'songwriter', 'actress']",
Entertainment and Show Business,Cass Technical High School,,,,,,,,,Jack White,https://en.wikipedia.org/wiki/Jack_White,43,U.S.,Michigan,Detroit,American,,['Cass Technical High School'],M,"['Singer', 'songwriter']",
Entertainment and Show Business,Dunbar Vocational High School,KennedyKing College,,,,Langston University,,,,Jennifer Hudson,https://en.wikipedia.org/wiki/Jennifer_Hudson,37,U.S.,Illinois,Chicago,American,['Langston University'],"['Dunbar Vocational High School', 'KennedyKing College']",F,"['Singer', 'actress']",
Entertainment and Show Business,St Joseph High School,Sayreville War Memorial High School,,,,,,,,Jon Bon Jovi,https://en.wikipedia.org/wiki/Jon_Bon_Jovi,56,U.S.,New Jersey,Perth Amboy,American,,"['St. Joseph High School', 'Sayreville War Memorial High School']",M,"['Singer', 'songwriter', 'record producer', 'philanthropist',  'actor']",
Entertainment and Show Business,,,,,,Northern Counties College of Education,,,,Sting,https://en.wikipedia.org/wiki/Sting_(musician),67,U.K.,Northumberland,Wallsend,British,['Northern Counties College of Education'],,M,"['Singer', 'songwriter', 'actor']",
Entertainment and Show Business,,,,,,,,,,Kelly Osbourne,https://en.wikipedia.org/wiki/Kelly_Osbourne,33,U.K.,London,City of Westminster,British,,,F,"['Singer', 'songwriter',  'actress',  'author',  'television personality',  'model',  'fashion designer']",
Entertainment and Show Business,,,,,,,,,,Ed Sheeran,https://en.wikipedia.org/wiki/Ed_Sheeran,27,U.K.,Halifax,West Yorkshire,British,,,M,"['Singer', 'songwriter', 'musician']",
Entertainment and Show Business,Intake High School,,,,,,,,,Mel B,https://en.wikipedia.org/wiki/Mel_B,43,U.K.,England,West Yorkshire,British,,['Intake High School'],F,"['Singer', 'songwriter', 'dancer', 'television personality', 'television producer', 'actress', 'model', 'author']",
Entertainment and Show Business,,,,,,,,,,Ashley Graham,https://en.wikipedia.org/wiki/Ashley_Graham_(model),30,U.S.,,,American,,,F,"['Supermodel', 'Body activist']",
Entertainment and Show Business,,,,,,,,,,Jemaine Clement,https://en.wikipedia.org/wiki/Jemaine_Clement,44,New Zealand,Masterton,,New Zealand,,,M,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Bret McKenzie,https://en.wikipedia.org/wiki/Bret_McKenzie,42,New Zealand,Wellington,,New Zealand,,,M,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Maz Jobrani,https://en.wikipedia.org/wiki/Maz_Jobrani,46,Iran,Tehran,,American,,,M,['Comedian'],
Entertainment and Show Business,,,,,,University of Washington,,,,Joel McHale,https://en.wikipedia.org/wiki/Joel_McHale,46,Italy,Rome,,American,['University of Washington'],,M,"['Comedian', 'actor', 'writer', 'producer', 'television host']",
Entertainment and Show Business,,,,,,,,,,Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah,34,South Africa,Johannesburg,,South African,,,M,['Comedian'],
Entertainment and Show Business,,,,,,Cairo University,,,,Bassem Youssef,https://en.wikipedia.org/wiki/Bassem_Youssef,44,Egypt,Cairo,,Egyptian,['Cairo University'],,M,['Comedian'],
Entertainment and Show Business,,,,,,University of Melbourne,Australian National University,,,Ronny Chieng,https://en.wikipedia.org/wiki/Ronny_Chieng,,Malaysia,,,Australian,"['University of Melbourne', 'Australian National University']",,M,['Comedian'],
Entertainment and Show Business,,,,,,University of Ottawa,,,,Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,Canadian,['University of Ottawa'],,F,['Comedian'],
Entertainment and Show Business,,,,,,McMaster University,,,,Martin Short,https://en.wikipedia.org/wiki/Martin_Short,68,Canada,Ontario,,American,['McMaster University'],,M,['Comedian'],
Entertainment and Show Business,,,,,,Maryland Institute College of Art,,,,Abbi Jacobson,https://en.wikipedia.org/wiki/Abbi_Jacobson,34,U.S.,Pennsylvania,Wayne,American,['Maryland Institute College of Art'],,F,"['Comedian', 'actress', 'writer', 'illustrator']",
Entertainment and Show Business,,,,,,New York University,,,,Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer,31,U.S.,New York,St.James,American,['New York University'],,F,"['Comedian', 'actress']",
Entertainment and Show Business,,,,,,Florida AampM University,,,,Roy Wood Jr.,https://en.wikipedia.org/wiki/Roy_Wood_Jr.,39,U.S.,Alabama,Birmingham,American,['Florida AampM University'],,M,"['Comedian', 'actor', 'disc jockey']",
Entertainment and Show Business,,,,,,Gordon College,,,,Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes,39,U.S.,Massachusetts,Lexington,American,['Gordon College'],,M,['Comedian'],
Entertainment and Show Business,,,,,,California State Polytechnic University,,,,Larry Wilmore,https://en.wikipedia.org/wiki/Larry_Wilmore,56,U.S.,Los Angeles County,California,American,['California State Polytechnic University'],,M,['Comedian'],
Entertainment and Show Business,,,,,,Emerson College,,,,Anthony Atamanuik,https://en.wikipedia.org/wiki/Anthony_Atamanuik,44,U.S.,,,American,['Emerson College'],,M,"['Comedian', 'actor','writer']",
Entertainment and Show Business,,,,,,Pratt Institute,,,,Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson,34,U.S.,Ohio,,American,['Pratt Institute'],,F,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Bobcat Goldthwait,https://en.wikipedia.org/wiki/Bobcat_Goldthwait,56,U.S.,New York,Syracuse,American,,,M,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Paul Mecurio,https://en.wikipedia.org/wiki/Paul_Mecurio,,U.S.,Rhode Island,,American,,,M,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Michael Showalter,https://en.wikipedia.org/wiki/Michael_Showalter,48,U.S.,New Jersey,Princeton,American,,,M,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Paul F. Tompkins,https://en.wikipedia.org/wiki/Paul_F._Tompkins,50,U.S.,Pennsylvania,Mount Airy,American,,,M,"['Comedian', 'actor', 'writer', 'producer']",
Entertainment and Show Business,,,,,,,,,,Jason Sudeikis,https://en.wikipedia.org/wiki/Jason_Sudeikis,43,U.S.,Virginia,Fairfax,American,,,M,"['Comedian', 'actor', 'screenwriter', 'producer']",
Entertainment and Show Business,,,,,,,,,,Lily Tomlin,https://en.wikipedia.org/wiki/Lily_Tomlin,79,U.S.,Michigan,Detroit,American,,,F,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Jerrod Carmichael,https://en.wikipedia.org/wiki/Jerrod_Carmichael,31,U.S.,North Carolina,WinstonSalem,American,,,M,"['Comedian', 'writer', actor']",
Entertainment and Show Business,,,,,,,,,,Mike Birbiglia,https://en.wikipedia.org/wiki/Mike_Birbiglia,40,U.S.,Massachusetts,Shrewsbury,American,,,M,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Chelsea Handler,https://en.wikipedia.org/wiki/Chelsea_Handler,43,U.S.,New Jersey,Livingston,American,,,F,"['Comedian', 'actress']",
Entertainment and Show Business,,,,,,,,,,Ike Barinholtz,https://en.wikipedia.org/wiki/Ike_Barinholtz,41,U.S.,Illinois,Chicago,American,,,M,"['Comedian', 'actor', 'screenwriter']",
Entertainment and Show Business,,,,,,Duke University,University of North Carolina at Chapel Hill,,,Ken Jeong,https://en.wikipedia.org/wiki/Ken_Jeong,49,U.S.,Michigan,Detroit,American,"['Duke University', 'University of North Carolina at Chapel Hill']",,M,['Comedian'],
Entertainment and Show Business,,,,,,Yale University,NYU School of Law,,,Demetri Martin,https://en.wikipedia.org/wiki/Demetri_Martin,45,U.S.,New York,New York City,American,"['Yale University', 'NYU School of Law']",,M,['Comedian'],
Entertainment and Show Business,Kalamazoo Central High School,,,,,Kalamazoo College,,,,Jordan Klepper,https://en.wikipedia.org/wiki/Jordan_Klepper,39,U.S.,Michigan,Kalamazoo,American,['Kalamazoo College'],['Kalamazoo Central High School'],M,['Comedian'],
Entertainment and Show Business,ShorehamWading River High School,,,,,Bard College,,,,Adam Conover,https://en.wikipedia.org/wiki/Adam_Conover,35,U.S.,New York,Smithtown,American,['Bard College'],['ShorehamWading River High School'],M,"['Comedian', 'Writer', 'Show Host']",
Entertainment and Show Business,Stuyvesant High School,,,,,Northwestern University,,,,Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner,40,U.S.,New York,New York City,American,['Northwestern University'],['Stuyvesant High School'],M,['Comedian'],
Entertainment and Show Business,William Esper Studio,,,,,Towson University,,,,Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,37,U.S.,New York,New York City,American,['Towson University'],['William Esper Studio'],F,['Comedian'],
Entertainment and Show Business,Johns Hopkins University,,,,,,,,,Scott Rogowsky,https://en.wikipedia.org/wiki/Scott_Rogowsky,33,U.S.,New York,New York City,American,,['Johns Hopkins University'],M,"['Comedian', 'game show host']",
Entertainment and Show Business,La Lumiere School,,,,,Georgetown University,,,,Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan,52,U.S.,Illinois,Elgin,American,['Georgetown University'],['La Lumiere School'],M,['Comedian'],
Entertainment and Show Business,East Side Hebrew Institute,Stuyvesant High School,,,,Binghamton University,,,,Paul Reiser,https://en.wikipedia.org/wiki/Paul_Reiser,62,U.S.,New York,New York City,American,['Binghamton University'],"['East Side Hebrew Institute', 'Stuyvesant High School']",M,"['Comedian', 'actor', 'writer', 'musician']",
Entertainment and Show Business,,,,,,"Pembroke College,Cambridge",,,,Eric Idle,https://en.wikipedia.org/wiki/Eric_Idle,75,U.K.,County Durham,South Shields,British,"['Pembroke College, Cambridge']",,M,"['Comedian', 'actor', 'voice actor', 'composer', 'musician', 'singer', 'songwriter', 'writer']",
Entertainment and Show Business,St Pauls Girls School,,,,,Central School Of Speech And Drama,,,,Jennifer Saunders,https://en.wikipedia.org/wiki/Jennifer_Saunders,60,U.K.,Lincolnshire,,British,"['Central School Of Speech And Drama', ]",['St Pauls Girls School'],F,['Comedian'],
Entertainment and Show Business,,,,,,,,,,Kevin Hart,https://en.wikipedia.org/wiki/Kevin_Hart,39,U.S.,Philadelphia,Pennsylvania,American,,,M,['comedian'],
Entertainment and Show Business,,,,,,,,,,Michael Ian Black,https://en.wikipedia.org/wiki/Michael_Ian_Black,47,U.S.,Illinois,Chicago,American,,,M,['comedian'],
Entertainment and Show Business,,,,,,,,,,George Lopez,https://en.wikipedia.org/wiki/George_Lopez,57,U.S.,Los Angeles,California,American,,,M,['comedian'],
Entertainment and Show Business,San Pedro High School,,,,,,,,,Misty Copeland,https://en.wikipedia.org/wiki/Misty_Copeland,36,U.S.,Missouri,Kansas City,American,,['San Pedro High School'],F,['Ballet dancer'],
Entertainment and Show Business,,,,,,,,,,Spike Jonze,https://en.wikipedia.org/wiki/Spike_Jonze,49,U.S.,Maryland,Rockville,American,,,M,"['Director', 'producer', 'screenwriter', 'actor', 'photographer']",
Entertainment and Show Business,,,,,,,,,,Quentin Tarantino,https://en.wikipedia.org/wiki/Quentin_Tarantino,55,U.S.,Tennessee,Knoxville,American,,,M,"['Director', 'writer', 'actor']",
Entertainment and Show Business,,,,,,Wesleyan University,,,,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,38,U.S.,New York,New York City,American,['Wesleyan University'],,M,"['Composer', 'playwright', 'lyricist', 'actor']",
Entertainment and Show Business,,,,,,,,,,Lee Daniels,https://en.wikipedia.org/wiki/Lee_Daniels,58,U.S.,Pennsylvania,Philadelphia,American,,,M,"['Producer', 'director', 'writer']",
Entertainment and Show Business,Syosset High School,,,,,University of Southern California,,,,Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,New York City,American,['University of Southern California'],['Syosset High School'],M,"['Producer', 'writer', 'director', 'actor', 'standup comedian']",
Televangelist,,,,,,Oral Roberts University,,,,Joel Osteen,https://en.wikipedia.org/wiki/Joel_Osteen,55,U.S.,Texas,Houston,American,['Oral Roberts University'],,M,['Televangelist'],
Activism and Philanthropy,Ohio State University,,,,,,,,,Coyote Peterson,https://en.wikipedia.org/wiki/Coyote_Peterson,38,U.S.,Ohio,Newbury,American,,['Ohio State University'],M,"['Wildlife educator', 'Youtube personality', 'Producer', 'Show host', 'Author']",
Activism and Philanthropy,,,,,,Monash University,,,,Hugh Evans,https://en.wikipedia.org/wiki/Hugh_Evans_(humanitarian),35,Australia,Victoria,Melbourne,Australian,['Monash University'],,M,['humanitarian'],
Activism and Philanthropy,,,,,,,,,,Erin Brockovich,https://en.wikipedia.org/wiki/Erin_Brockovich,58,U.S.,Kansas,Lawrence,American,,,F,['Environmental activist'],
Activism and Philanthropy,,,,,,Bowdoin College,,,,DeRay McKesson,https://en.wikipedia.org/wiki/DeRay_McKesson,33,U.S.,Maryland,Baltimore,American,['Bowdoin College'],,M,"['Activist', 'podcaster']",
Activism and Philanthropy,Khushal Public School,Edgbaston High School,"Lady Margaret Hall,Oxford",,,,,,,Malala Yousafzai,https://en.wikipedia.org/wiki/Malala_Yousafzai,21,Pakistan,Swat,Mingora,Pakistani,,"['Khushal Public School' , 'Edgbaston High School' ,  'Lady Margaret Hall, Oxford ']",F,"['Activist for female education', 'former blogger for BBC Urdu', 'student']",
"Government ,Politics and Military",Harvard University,"University College,Oxford",,,,,,,,William Weld,https://en.wikipedia.org/wiki/William_Weld,73,U.S.,New York,Smithtown,American,,"['Harvard University', 'University College, Oxford']",M,['Governor'],Libertarian
"Government ,Politics and Military",University of New Mexico,,,,,,,,,Gary Johnson,https://en.wikipedia.org/wiki/Gary_Johnson,65,U.S.,North Dakota,Minot,American,,"['University of New Mexico, Albuquerque']",M,['Governor'],Libertarian
Philanthropist,Stanford University,"University College,Oxford",,Columbia University,New York University,,,,,Chelsea Clinton,https://en.wikipedia.org/wiki/Chelsea_Clinton,38,U.S.,Arkansas,Little Rock,American,,"['Stanford University', 'University College, Oxford', 'Columbia University', 'New York University']",F,['Philanthropist'],Democratic
Television journalists and hosts,,,,,,Harvard University,,,,Chris Wallace,https://en.wikipedia.org/wiki/Chris_Wallace_(journalist),71,U.S.,Illinois,Chicago,American,['Harvard University'],,M,['Host of Fox News Sunday'],Democratic
Television journalists and hosts,,,,,,Tennessee State University,,,,Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,64,U.S.,Mississippi,Kosciusko,American,['Tennessee State University'],,F,"['Host of The Oprah Winfrey Show', 'Chairwoman and CEO of  Harpo Productions',  'Chairwoman, CEO and CCO of the Oprah Winfrey Network', 'Actress', 'Author']",Democratic
Journalists and Writers,Brown University,,,,,,,,,Chris Hayes,https://en.wikipedia.org/wiki/Chris_Hayes,39,U.S.,New York,New York City,American,['Brown University'],,M,['Writer'],
Television journalists and hosts,College of the Holy Cross,University of North Carolina,,,,,,,,Chris Matthews,https://en.wikipedia.org/wiki/Chris_Matthews,72,U.S.,Pennsylvania,Philadelphia,American,,"['College of the Holy Cross', 'University of North Carolina, Chapel Hill']",M,"['News anchor', 'political commentator']",Democratic
"Government ,Politics and Military",Stanford University,"St Johns College,Oxford",,,,,,,,Michael McFaul,https://en.wikipedia.org/wiki/Michael_McFaul,55,U.S.,Montana,,American,,"['Stanford University', 'St Johns College, Oxford']",M,['Ambassador of the United States the Russia'],Democratic
"Government ,Politics and Military",,,,,,Central State University,Howard University,,,Omarosa Manigault,https://en.wikipedia.org/wiki/Omarosa_Manigault,44,U.S.,Ohio,Youngstown,American,"['Central State University', 'Howard University']",,F,['Director of Communications '],Democratic
"Government ,Politics and Military",Princeton University,Harvard University,,,,,,,,Michelle Obama,https://en.wikipedia.org/wiki/Michelle_Obama,54,U.S.,Chicago,Illinois,American,,"['Princeton University', 'Harvard University']",F,['First Lady of the United States'],Democratic
"Government ,Politics and Military",Wellesley College,Yale University,,,,,,,,Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,Chicago,Illinois,American,,"['Wellesley College', 'Yale University']",F,['First Lady of the United States'],Democratic
"Government ,Politics and Military",Antioch College,Yale University,,,,,,,,Eleanor Holmes Norton,https://en.wikipedia.org/wiki/Eleanor_Holmes_Norton,81,U.S.,D.C.,Washington,American,,"['Antioch College', 'Yale University']",F,['Congresswoman'],Democratic
