name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,Gender,occupation,political_party
Sam Richardson,https://en.wikipedia.org/wiki/Sam_Richardson_(actor),34,U.S.,Michigan,Detroit,American,,,M,"['Actor', 'writer', 'comedian']",
Milo Ventimiglia,https://en.wikipedia.org/wiki/Milo_Ventimiglia,41,U.S.,California,Anaheim,American,"['University of California, Los Angeles']",,M,"['Actor', 'Producer']",
Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,American,['DePaul University'],,F,"['Actress', 'model', 'author']",
Bill Burr,https://en.wikipedia.org/wiki/Bill_Burr,50,U.S.,Massachusetts, Canton,American,,,M,['Stand-up Comedian'],
Ice Cube,https://en.wikipedia.org/wiki/Ice_Cube,49,U.S.,California,Los Angeles,American,,,M,"['Actor', 'Rapper']",
Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron,55,U.S.,New Jersey,Jersey City ,American,['Boston University'],,M,['Stand-up Comedian'],
Jeffrey Tambor,https://en.wikipedia.org/wiki/Jeffrey_Tambor,74,U.S.,California,San Francisco,American,"['San Francisco State University', 'Wayne State University']",,M,"['Actor', 'voice artist', 'comedian']",
John Benjamin Hickey,https://en.wikipedia.org/wiki/John_Benjamin_Hickey,55,U.S.,Texas,Plano,American,,"['Texas State University, San Marcos', 'Fordham University', 'Juilliard School']",M,['Actor'],
Michael Keaton,https://en.wikipedia.org/wiki/Michael_Keaton,67,U.S.,Pennsylvania,Allegheny County,American,['Kent State University'],['Montour High School'],M,"['Actor', 'producer', 'director']",
Zoe Kazan,https://en.wikipedia.org/wiki/Zoe_Kazan,35,U.S.,California,Los Angeles,American,['Yale University'],,F,"['Actress', 'playwright', 'screenwriter']",
John McEnroe,https://en.wikipedia.org/wiki/John_McEnroe,59,Germany,Hesse,Wiesbaden,American,,,M,['Tennis Player'],
Josh Duhamel,https://en.wikipedia.org/wiki/Josh_Duhamel,45,U.S.,North Dakota,Minot,American,['Minot State University'],,M,"['Actor', 'model']",
Justin Bartha,https://en.wikipedia.org/wiki/Justin_Bartha,40,U.S.,Florida,Fort Lauderdale,American,['Tisch School of Arts'],,M,['Actor'],
Naomi Watts,https://en.wikipedia.org/wiki/Naomi_Watts,50,U.K.,Kent,Shoreham,British,,,F,"['Actress', 'film producer']",
Ari Graynor,https://en.wikipedia.org/wiki/Ari_Graynor,35,U.S.,Massachusetts,Boston,American,['Trinity College'],['Buckingham Browne amp Nichols'],F,['Actress'],
Woody Harrelson,https://en.wikipedia.org/wiki/Woody_Harrelson,57,U.S.,Texas,Midland,American,,,M,"['Actor', 'playwright']",
