name,wiki_link,age,country_born,state_born,city_born,nationality,gender,occupation,political_party
Beanie Feldstein,https://en.wikipedia.org/wiki/Beanie_Feldstein,25,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Jessica Biel,https://en.wikipedia.org/wiki/Jessica_Biel,36,U.S.,Minnesota,Ely,American,F,Entertainment and Show Business,
Anna Camp,https://en.wikipedia.org/wiki/Anna_Camp,36,U.S.,South Carolina,Aiken,American,F,Entertainment and Show Business,
Vanessa Bayer,https://en.wikipedia.org/wiki/Vanessa_Bayer,36,U.S.,Ohio,Cleveland,American,F,Entertainment and Show Business,
Phillipa Soo,https://en.wikipedia.org/wiki/Phillipa_Soo,28,U.S.,Illinois,Libertyville,American,F,Entertainment and Show Business,
Jennifer Esposito,https://en.wikipedia.org/wiki/Jennifer_Esposito,45,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Kelly Ripa,https://en.wikipedia.org/wiki/Kelly_Ripa,48,U.S.,New Jersey,Stratford,American,F,Entertainment and Show Business,
Leslie Mann,https://en.wikipedia.org/wiki/Leslie_Mann,46,U.S.,California,San Francisco,American,F,Entertainment and Show Business,
Megan Mullally,https://en.wikipedia.org/wiki/Megan_Mullally,59,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Taylor Schilling,https://en.wikipedia.org/wiki/Taylor_Schilling,34,U.S.,Massachusetts,Boston,American,F,Entertainment and Show Business,
Gillian Jacobs,https://en.wikipedia.org/wiki/Gillian_Jacobs,36,U.S.,Pennsylvania,Pittsburgh,American,F,Entertainment and Show Business,
Christine Baranski,https://en.wikipedia.org/wiki/Christine_Baranski,66,U.S.,New York,Buffalo,American,F,Entertainment and Show Business,
Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,33,U.S.,Maine,Portland,American,F,Entertainment and Show Business,
Allison Janney,https://en.wikipedia.org/wiki/Allison_Janney,58,U.S.,Massachusetts,Boston,American,F,Entertainment and Show Business,
Claire Danes,https://en.wikipedia.org/wiki/Claire_Danes,39,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Jane Lynch,https://en.wikipedia.org/wiki/Jane_Lynch,58,U.S.,Illinois,Evergreen Park,American,F,Entertainment and Show Business,
Laverne Cox,https://en.wikipedia.org/wiki/Laverne_Cox,46,U.S.,Alabama,Mobile,American,F,Entertainment and Show Business,
Gaby Hoffmann,https://en.wikipedia.org/wiki/Gaby_Hoffmann,36,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Kathryn Hahn,https://en.wikipedia.org/wiki/Kathryn_Hahn,45,U.S.,Illinois,Westchester,American,F,Entertainment and Show Business,
Viola Davis,https://en.wikipedia.org/wiki/Viola_Davis,53,U.S.,South Carolina,St. Matthews,American,F,Entertainment and Show Business,
Jessica Chastain,https://en.wikipedia.org/wiki/Jessica_Chastain,41,U.S.,California,Sacramento,American,F,Entertainment and Show Business,
Melissa Benoist,https://en.wikipedia.org/wiki/Melissa_Benoist,30,U.S.,Texas,Houston,American,F,Entertainment and Show Business,
Aja Naomi King,https://en.wikipedia.org/wiki/Aja_Naomi_King,33,U.S.,California,Los Angeles,American,F,Entertainment and Show Business,
Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver,69,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Laura Linney,https://en.wikipedia.org/wiki/Laura_Linney,54,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Sarah Jessica Parker,https://en.wikipedia.org/wiki/Sarah_Jessica_Parker,53,U.S.,Ohio,Nelsonville,American,F,Entertainment and Show Business,
Cara Delevingne,https://en.wikipedia.org/wiki/Cara_Delevingne,26,U.K.,London,Hammersmith,British,F,Entertainment and Show Business,
Kate Beckinsale,https://en.wikipedia.org/wiki/Kate_Beckinsale,45,U.K.,London,Chiswick,British,F,Entertainment and Show Business,
Gwendoline Christie,https://en.wikipedia.org/wiki/Gwendoline_Christie,39,U.K.,England,Worthing,British,F,Entertainment and Show Business,
Kate Winslet,https://en.wikipedia.org/wiki/Kate_Winslet,43,U.K.,Berkshire,Reading,British,F,Entertainment and Show Business,
Katherine Waterston,https://en.wikipedia.org/wiki/Katherine_Waterston,38,U.K.,London,Westminster,American,F,Entertainment and Show Business,
Thandie Newton,https://en.wikipedia.org/wiki/Thandie_Newton,45,U.K.,London,Westminster,British,F,Entertainment and Show Business,
Rachel Weisz,https://en.wikipedia.org/wiki/Rachel_Weisz,48,U.K.,London,Westminster,American,F,Entertainment and Show Business,
Emma Thompson,https://en.wikipedia.org/wiki/Emma_Thompson,59,U.K.,London,Paddington,British,F,Entertainment and Show Business,
Claire Foy,https://en.wikipedia.org/wiki/Claire_Foy,34,U.K.,Greater Manchester,Stockport,British,F,Entertainment and Show Business,
Tilda Swinton,https://en.wikipedia.org/wiki/Tilda_Swinton,57,U.K.,London,,British,F,Entertainment and Show Business,
Jodie Whittaker,https://en.wikipedia.org/wiki/Jodie_Whittaker,36,U.K.,West Yorkshire,Skelmanthorpe,British,F,Entertainment and Show Business,
Tracey Ullman,https://en.wikipedia.org/wiki/Tracey_Ullman,58,U.K.,England,Buckinghamshire,British,F,Entertainment and Show Business,
Caitriona Balfe,https://en.wikipedia.org/wiki/Caitriona_Balfe,39,U.K.,Dublin,,British,F,Entertainment and Show Business,
Naomi Watts,https://en.wikipedia.org/wiki/Naomi_Watts,50,U.K.,Kent,Shoreham,British,F,Entertainment and Show Business,
Cush Jumbo,https://en.wikipedia.org/wiki/Cush_Jumbo,33,U.K.,London,Denmark Hill,British,F,Entertainment and Show Business,
Julie Andrews,https://en.wikipedia.org/wiki/Julie_Andrews,83,U.K.,Surrey,WaltononThames,British,F,Entertainment and Show Business,
Emilia Clarke,https://en.wikipedia.org/wiki/Emilia_Clarke,32,U.K.,London,,British,F,Entertainment and Show Business,
Michelle Dockery,https://en.wikipedia.org/wiki/Michelle_Dockery,36,U.K.,London,Rush Green,British,F,Entertainment and Show Business,
Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt,35,U.K.,London,Wandsworth,British,F,Entertainment and Show Business,
Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson,36,U.K.,Kent,Ashford,British,F,Entertainment and Show Business,
Audra McDonald,https://en.wikipedia.org/wiki/Audra_McDonald,48,Germany,West Berlin,,American,F,Entertainment and Show Business,
Padma Lakshmi,https://en.wikipedia.org/wiki/Padma_Lakshmi,48,India,Tamil Nadu,Chennai,American,F,Entertainment and Show Business,
Kate Upton,https://en.wikipedia.org/wiki/Kate_Upton,26,U.S.,Michigan,St. Joseph,American,F,Entertainment and Show Business,
Brooklyn Decker,https://en.wikipedia.org/wiki/Brooklyn_Decker,31,U.S.,Ohio,Kettering,American,F,Entertainment and Show Business,
Chrissy Teigen,https://en.wikipedia.org/wiki/Chrissy_Teigen,32,U.S.,Utah,Delta,American,F,Entertainment and Show Business,
Hailey Clauson,https://en.wikipedia.org/wiki/Hailey_Clauson,23,U.S.,California,Thousand Oaks,American,F,Entertainment and Show Business,
Sharon Osbourne,https://en.wikipedia.org/wiki/Sharon_Osbourne,66,U.K.,London,Brixton,British,F,Entertainment and Show Business,
Elton John,https://en.wikipedia.org/wiki/Elton_John,71,U.K.,Middlesex,Pinner,British,M,Entertainment and Show Business,
Spike Feresten,https://en.wikipedia.org/wiki/Spike_Feresten,54,U.S.,Massachusetts,Fall River,American,M,Entertainment and Show Business,
Dave,https://en.wikipedia.org/wiki/Dave_Grohl,49,U.S.,Ohio,Warren,American,M,Entertainment and Show Business,
Joey McIntyre,https://en.wikipedia.org/wiki/Joey_McIntyre,45,U.S.,Massachusetts,Needham,American,M,Entertainment and Show Business,
Dierks Bentley,https://en.wikipedia.org/wiki/Dierks_Bentley,42,U.S.,Arizona,Phoenix,American,M,Entertainment and Show Business,
Luke Bryan,https://en.wikipedia.org/wiki/Luke_Bryan,42,U.S.,Georgia,Leesburg,American,M,Entertainment and Show Business,
Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel,69,U.S.,New York,New York City,American,M,Entertainment and Show Business,
David Byrne,https://en.wikipedia.org/wiki/David_Byrne,66,U.K.,Scotland,,British,M,Entertainment and Show Business,
Gloria Estefan,https://en.wikipedia.org/wiki/Gloria_Estefan,61,Cuba,Havana,,American,F,Entertainment and Show Business,
Graham Nash,https://en.wikipedia.org/wiki/Graham_Nash,76,U.K.,Blackpool,,British,M,Entertainment and Show Business,
Elvis Costello,https://en.wikipedia.org/wiki/Elvis_Costello,64,England,London,,British,M,Entertainment and Show Business,
Troye Sivan,https://en.wikipedia.org/wiki/Troye_Sivan,23,South Africa,Johannesburg,,Australian,M,Entertainment and Show Business,
Neil Young,https://en.wikipedia.org/wiki/Neil_Young,72,Canada,Ontario,Toronto,Canadian,M,Entertainment and Show Business,
Carly Simon,https://en.wikipedia.org/wiki/Carly_Simon,73,U.S.,New York,New York City,American,F,Entertainment and Show Business,
John Legend,https://en.wikipedia.org/wiki/John_Legend,39,U.S.,Ohio,Springfield,American,M,Entertainment and Show Business,
Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,32,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Willie Nelson,https://en.wikipedia.org/wiki/Willie_Nelson,85,U.S.,Texas,Abbot,American,M,Entertainment and Show Business,
Janelle Monáe,https://en.wikipedia.org/wiki/Janelle_Mon%C3%A1e,32,U.S.,Kansas,Kansas City,American,F,Entertainment and Show Business,
Mandy Moore,https://en.wikipedia.org/wiki/Mandy_Moore,34,U.S.,New Hampshire,Nashua,American,F,Entertainment and Show Business,
Justin Timberlake,https://en.wikipedia.org/wiki/Justin_Timberlake,37,U.S.,Tennessee,Memphis,American,M,Entertainment and Show Business,
Joe Walsh,https://en.wikipedia.org/wiki/Joe_Walsh,70,U.S.,Kansas,Wichita,American,M,Entertainment and Show Business,
LL Cool J,https://en.wikipedia.org/wiki/LL_Cool_J,50,U.S.,New York,Long Island,American,M,Entertainment and Show Business,
Michael Bolton,https://en.wikipedia.org/wiki/Michael_Bolton,65,U.S.,Connecticut,New Haven,American,M,Entertainment and Show Business,
Josh Groban,https://en.wikipedia.org/wiki/Josh_Groban,37,U.S.,California,Los Angeles,American,M,Entertainment and Show Business,
Michael Stipe,https://en.wikipedia.org/wiki/Michael_Stipe,58,U.S.,Georgia,,American,M,Entertainment and Show Business,
Stevie Wonder,https://en.wikipedia.org/wiki/Stevie_Wonder,68,U.S.,Michigan,Saginaw,New York,M,Entertainment and Show Business,
Donnie Wahlberg,https://en.wikipedia.org/wiki/Donnie_Wahlberg,49,U.S.,Massachusetts,Boston,American,M,Entertainment and Show Business,
Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen,69,U.S.,New Jersey,Long Branch,American,M,Entertainment and Show Business,
Harry Connick Jr.,https://en.wikipedia.org/wiki/Harry_Connick_Jr.,51,U.S.,Louisiana,New Orleans,American,M,Entertainment and Show Business,
Nick Jonas,https://en.wikipedia.org/wiki/Nick_Jonas,26,U.S.,Texas,Dallas,American,M,Entertainment and Show Business,
Demi Lovato,https://en.wikipedia.org/wiki/Demi_Lovato,26,U.S.,New Mexico,Albuquerque,American,F,Entertainment and Show Business,
Edie Brickell,https://en.wikipedia.org/wiki/Edie_Brickell,52,U.S.,Texas,Dallas,American,F,Entertainment and Show Business,
Steven Tyler,https://en.wikipedia.org/wiki/Steven_Tyler,70,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Carrie Brownstein,https://en.wikipedia.org/wiki/Carrie_Brownstein,44,U.S.,Washington,Seattle,American,F,Entertainment and Show Business,
Bill Withers,https://en.wikipedia.org/wiki/Bill_Withers,80,U.S.,West Virginia,Slab Fork,American,M,Entertainment and Show Business,
Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles,38,U.S.,California,Eureka,American,F,Entertainment and Show Business,
Jack White,https://en.wikipedia.org/wiki/Jack_White,43,U.S.,Michigan,Detroit,American,M,Entertainment and Show Business,
Jennifer Hudson,https://en.wikipedia.org/wiki/Jennifer_Hudson,37,U.S.,Illinois,Chicago,American,F,Entertainment and Show Business,
Jon Bon Jovi,https://en.wikipedia.org/wiki/Jon_Bon_Jovi,56,U.S.,New Jersey,Perth Amboy,American,M,Entertainment and Show Business,
Sting,https://en.wikipedia.org/wiki/Sting_(musician),67,U.K.,Northumberland,Wallsend,British,M,Entertainment and Show Business,
Kelly Osbourne,https://en.wikipedia.org/wiki/Kelly_Osbourne,33,U.K.,London,City of Westminster,British,F,Entertainment and Show Business,
Ed Sheeran,https://en.wikipedia.org/wiki/Ed_Sheeran,27,U.K.,Halifax,West Yorkshire,British,M,Entertainment and Show Business,
Mel B,https://en.wikipedia.org/wiki/Mel_B,43,U.K.,England,West Yorkshire,British,F,Entertainment and Show Business,
Ashley Graham,https://en.wikipedia.org/wiki/Ashley_Graham_(model),30,U.S.,,,American,F,Entertainment and Show Business,
Jemaine Clement,https://en.wikipedia.org/wiki/Jemaine_Clement,44,New Zealand,Masterton,,New Zealand,M,Entertainment and Show Business,
Bret McKenzie,https://en.wikipedia.org/wiki/Bret_McKenzie,42,New Zealand,Wellington,,New Zealand,M,Entertainment and Show Business,
Maz Jobrani,https://en.wikipedia.org/wiki/Maz_Jobrani,46,Iran,Tehran,,American,M,Entertainment and Show Business,
Joel McHale,https://en.wikipedia.org/wiki/Joel_McHale,46,Italy,Rome,,American,M,Entertainment and Show Business,
Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah,34,South Africa,Johannesburg,,South African,M,Entertainment and Show Business,
Bassem Youssef,https://en.wikipedia.org/wiki/Bassem_Youssef,44,Egypt,Cairo,,Egyptian,M,Entertainment and Show Business,
Ronny Chieng,https://en.wikipedia.org/wiki/Ronny_Chieng,,Malaysia,,,Australian,M,Entertainment and Show Business,
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,Canadian,F,Entertainment and Show Business,
Martin Short,https://en.wikipedia.org/wiki/Martin_Short,68,Canada,Ontario,,American,M,Entertainment and Show Business,
Abbi Jacobson,https://en.wikipedia.org/wiki/Abbi_Jacobson,34,U.S.,Pennsylvania,Wayne,American,F,Entertainment and Show Business,
Ilana Glazer,https://en.wikipedia.org/wiki/Ilana_Glazer,31,U.S.,New York,St.James,American,F,Entertainment and Show Business,
Roy Wood Jr.,https://en.wikipedia.org/wiki/Roy_Wood_Jr.,39,U.S.,Alabama,Birmingham,American,M,Entertainment and Show Business,
Pete Holmes,https://en.wikipedia.org/wiki/Pete_Holmes,39,U.S.,Massachusetts,Lexington,American,M,Entertainment and Show Business,
Larry Wilmore,https://en.wikipedia.org/wiki/Larry_Wilmore,56,U.S.,"California,",Los Angeles ,American,M,Entertainment and Show Business,
Anthony Atamanuik,https://en.wikipedia.org/wiki/Anthony_Atamanuik,44,U.S.,,,American,M,Entertainment and Show Business,
Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson,34,U.S.,Ohio,,American,F,Entertainment and Show Business,
Bobcat Goldthwait,https://en.wikipedia.org/wiki/Bobcat_Goldthwait,56,U.S.,New York,Syracuse,American,M,Entertainment and Show Business,
Paul Mecurio,https://en.wikipedia.org/wiki/Paul_Mecurio,,U.S.,Rhode Island,,American,M,Entertainment and Show Business,
Michael Showalter,https://en.wikipedia.org/wiki/Michael_Showalter,48,U.S.,New Jersey,Princeton,American,M,Entertainment and Show Business,
Paul F. Tompkins,https://en.wikipedia.org/wiki/Paul_F._Tompkins,50,U.S.,Pennsylvania,Mount Airy,American,M,Entertainment and Show Business,
Jason Sudeikis,https://en.wikipedia.org/wiki/Jason_Sudeikis,43,U.S.,Virginia,Fairfax,American,M,Entertainment and Show Business,
Lily Tomlin,https://en.wikipedia.org/wiki/Lily_Tomlin,79,U.S.,Michigan,Detroit,American,F,Entertainment and Show Business,
Jerrod Carmichael,https://en.wikipedia.org/wiki/Jerrod_Carmichael,31,U.S.,North Carolina,WinstonSalem,American,M,Entertainment and Show Business,
Mike Birbiglia,https://en.wikipedia.org/wiki/Mike_Birbiglia,40,U.S.,Massachusetts,Shrewsbury,American,M,Entertainment and Show Business,
Chelsea Handler,https://en.wikipedia.org/wiki/Chelsea_Handler,43,U.S.,New Jersey,Livingston,American,F,Entertainment and Show Business,
Ike Barinholtz,https://en.wikipedia.org/wiki/Ike_Barinholtz,41,U.S.,Illinois,Chicago,American,M,Entertainment and Show Business,
Ken Jeong,https://en.wikipedia.org/wiki/Ken_Jeong,49,U.S.,Michigan,Detroit,American,M,Entertainment and Show Business,
Demetri Martin,https://en.wikipedia.org/wiki/Demetri_Martin,45,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Jordan Klepper,https://en.wikipedia.org/wiki/Jordan_Klepper,39,U.S.,Michigan,Kalamazoo,American,M,Entertainment and Show Business,
Adam Conover,https://en.wikipedia.org/wiki/Adam_Conover,35,U.S.,New York,Smithtown,American,M,Entertainment and Show Business,
Billy Eichner,https://en.wikipedia.org/wiki/Billy_Eichner,40,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,37,U.S.,New York,New York City,American,F,Entertainment and Show Business,
Scott Rogowsky,https://en.wikipedia.org/wiki/Scott_Rogowsky,33,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan,52,U.S.,Illinois,Elgin,American,M,Entertainment and Show Business,
Paul Reiser,https://en.wikipedia.org/wiki/Paul_Reiser,62,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Eric Idle,https://en.wikipedia.org/wiki/Eric_Idle,75,U.K.,County Durham,South Shields,British,M,Entertainment and Show Business,
Jennifer Saunders,https://en.wikipedia.org/wiki/Jennifer_Saunders,60,U.K.,Lincolnshire,,British,F,Entertainment and Show Business,
Kevin Hart,https://en.wikipedia.org/wiki/Kevin_Hart,39,U.S.,Pennsylvania,Philadelphia,American,M,Entertainment and Show Business,
Michael Ian Black,https://en.wikipedia.org/wiki/Michael_Ian_Black,47,U.S.,Illinois,Chicago,American,M,Entertainment and Show Business,
George Lopez,https://en.wikipedia.org/wiki/George_Lopez,57,U.S.,California,Los Angeles,American,M,Entertainment and Show Business,
Misty Copeland,https://en.wikipedia.org/wiki/Misty_Copeland,36,U.S.,Missouri,Kansas City,American,F,Entertainment and Show Business,
Spike Jonze,https://en.wikipedia.org/wiki/Spike_Jonze,49,U.S.,Maryland,Rockville,American,M,Entertainment and Show Business,
Quentin Tarantino,https://en.wikipedia.org/wiki/Quentin_Tarantino,55,U.S.,Tennessee,Knoxville,American,M,Entertainment and Show Business,
Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,38,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Lee Daniels,https://en.wikipedia.org/wiki/Lee_Daniels,58,U.S.,Pennsylvania,Philadelphia,American,M,Entertainment and Show Business,
Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,New York City,American,M,Entertainment and Show Business,
Ken Burns,https://en.wikipedia.org/wiki/Ken_Burns,65,U.S.,New York,Brooklyn,American,M,Entertainment and Show Business,Democratic
Mark Hamill,https://en.wikipedia.org/wiki/Mark_Hamill,67,U.S.,California,Oakland,American,M,Entertainment and Show Business,Democratic
Ben Affleck,https://en.wikipedia.org/wiki/Ben_Affleck,46,U.S.,California,Berkeley,American,M,Entertainment and Show Business,Democratic
Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn,58,U.S.,California,Santa Monica,American,M,Entertainment and Show Business,Democratic
George Takei,https://en.wikipedia.org/wiki/George_Takei,81,U.S.,California,Los Angeles,American,M,Entertainment and Show Business,Democratic
Mark Ruffalo,https://en.wikipedia.org/wiki/Mark_Ruffalo,50,U.S.,Wisconsin,Kenosha,American,M,Entertainment and Show Business,Democratic
George Clooney,https://en.wikipedia.org/wiki/George_Clooney,57,U.S.,Kentucky,Lexington,American,M,Entertainment and Show Business,Democratic
Kal Penn,https://en.wikipedia.org/wiki/Kal_Penn,41,U.S.,New Jersey,Montclair,American,M,Entertainment and Show Business,Democratic
Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner,71,U.S.,New York,New York City,American,M,Entertainment and Show Business,Democratic
Alec Baldwin,https://en.wikipedia.org/wiki/Alec_Baldwin,60,U.S.,New York,Amityville,American,M,Entertainment and Show Business,Democratic
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks,62,U.S.,California,Concord,American,M,Entertainment and Show Business,Democratic
Cynthia Nixon,https://en.wikipedia.org/wiki/Cynthia_Nixon,52,U.S.,New York,New York City,American,F,Entertainment and Show Business,Democratic
Patrick Stewart,https://en.wikipedia.org/wiki/Patrick_Stewart,78,U.K.,Yorkshire,Mirfield,British,M,Entertainment and Show Business,Labour
Glenda Jackson,https://en.wikipedia.org/wiki/Glenda_Jackson,82,U.K.,Cheshire,,British,F,Entertainment and Show Business,Labour
Russell Brand,https://en.wikipedia.org/wiki/Russell_Brand,43,U.K.,Essex,Grays,British,M,Entertainment and Show Business,Labour
Michael Caine,https://en.wikipedia.org/wiki/Michael_Caine,85,UK,London,Rotherhithe,British,M,Entertainment and Show Business,Conservative
Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,70,UK,London,Kensington,British,M,Entertainment and Show Business,Conservative
Kelsey Grammer,https://en.wikipedia.org/wiki/Kelsey_Grammer,63,U.S.,"Saint Thomas,Virgin islands",Charlotte Amalie,American,M,Entertainment and Show Business,Republican
Sylvester Stallone,https://en.wikipedia.org/wiki/Sylvester_Stallone,72,U.S.,New York,New York City,American,M,Entertainment and Show Business,Republican
Patricia Heaton,https://en.wikipedia.org/wiki/Patricia_Heaton,60,U.S.,Ohio,Bay Village,American,F,Entertainment and Show Business,Republican
Michael Avenatti,https://en.wikipedia.org/wiki/Michael_Avenatti,47,U.S.,California,Sacramento,American,F,"Government ,Politics and Military",Democratic
Jacinda Ardern,https://en.wikipedia.org/wiki/Jacinda_Ardern,38,New Zealand,,,New Zealand,F,"Government ,Politics and Military",Labour 
Edward Byers,https://en.wikipedia.org/wiki/Edward_Byers,39,U.S.,Ohio,Toledo,American,M,"Government ,Politics and Military",
Florent Groberg,https://en.wikipedia.org/wiki/Florent_Groberg,35,France,Poissy,,American,M,"Government ,Politics and Military",
Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor,38,U.S.,Massachusetts,,American,M,"Government ,Politics and Military",
Loretta Lynch,https://en.wikipedia.org/wiki/Loretta_Lynch,59,U.S.,North Carolina,Greensboro,American,F,"Government ,Politics and Military",
Jack H. Jacobs,https://en.wikipedia.org/wiki/Jack_H._Jacobs,73,U.S.,New York,New York City,American,M,"Government ,Politics and Military",
John Lewis,https://en.wikipedia.org/wiki/John_Lewis_(civil_rights_leader),78,U.S.,Alabama,Troy,American,M,"Government ,Politics and Military",Democratic
William Weld,https://en.wikipedia.org/wiki/William_Weld,73,U.S.,New York,Smithtown,American,M,"Government ,Politics and Military",Libertarian
Gary Johnson,https://en.wikipedia.org/wiki/Gary_Johnson,65,U.S.,North Dakota,Minot,American,M,"Government ,Politics and Military",Libertarian
Michael McFaul,https://en.wikipedia.org/wiki/Michael_McFaul,55,U.S.,Montana,,American,M,"Government ,Politics and Military",Democratic
Omarosa Manigault,https://en.wikipedia.org/wiki/Omarosa_Manigault,44,U.S.,Ohio,Youngstown,American,F,"Government ,Politics and Military",Democratic
Michelle Obama,https://en.wikipedia.org/wiki/Michelle_Obama,54,U.S.,Illinois,Chicago,American,F,"Government ,Politics and Military",Democratic
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,Illinois,Chicago,American,F,"Government ,Politics and Military",Democratic
Eleanor Holmes Norton,https://en.wikipedia.org/wiki/Eleanor_Holmes_Norton,81,U.S.,D.C.,Washington,American,F,"Government ,Politics and Military",Democratic
Nancy Pelosi,https://en.wikipedia.org/wiki/Nancy_Pelosi,78,U.S.,Maryland,Baltimore,American,F,"Government ,Politics and Military",Democratic
Alexandria Ocasio-Cortez,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,29,U.S.,New York,New York City,American,F,"Government ,Politics and Military",Democratic
Jimmy Carter,https://en.wikipedia.org/wiki/Jimmy_Carter,94,U.S.,Georgia,Plains,American,M,"Government ,Politics and Military",Democratic
Bill Clinton,https://en.wikipedia.org/wiki/Bill_Clinton,72,U.S.,Arkansas,Hope,American,M,"Government ,Politics and Military",Democratic
Chuck Schumer,https://en.wikipedia.org/wiki/Chuck_Schumer,67,U.S.,New York,New York City,American,M,"Government ,Politics and Military",Democratic
Claire McCaskill,https://en.wikipedia.org/wiki/Claire_McCaskill,65,U.S.,Missouri,Rolla,American,F,"Government ,Politics and Military",Democratic
Senator Kirsten Gillibrand,https://en.wikipedia.org/wiki/Kirsten_Gillibrand,51,U.S.,New York,Albany,American,F,"Government ,Politics and Military",Democratic
Kamala Harris,https://en.wikipedia.org/wiki/Kamala_Harris,54,U.S.,California,Oakland,American,F,"Government ,Politics and Military",Democratic
Amy Klobuchar,https://en.wikipedia.org/wiki/Amy_Klobuchar,58,U.S.,Minnesota,Plymouth,American,F,"Government ,Politics and Military",Democratic
Senator Tim Kaine,https://en.wikipedia.org/wiki/Tim_Kaine,60,U.S.,Minnesota,Saint Paul,American,M,"Government ,Politics and Military",Democratic
Elizabeth Warren,https://en.wikipedia.org/wiki/Elizabeth_Warren,69,U.S.,Oklahoma,Oklahoma City,American,F,"Government ,Politics and Military",Democratic
Cory Booker,https://en.wikipedia.org/wiki/Cory_Booker,49,U.S.,D.C.,Washington,American,M,"Government ,Politics and Military",Democratic
Justice Stephen Breyer,https://en.wikipedia.org/wiki/Stephen_Breyer,80,U.S.,California,San Francisco,American,M,"Government ,Politics and Military",Democratic
Samantha Power,https://en.wikipedia.org/wiki/Samantha_Power,48,Ireland,Leinster,Dublin,American,F,"Government ,Politics and Military",Democratic
Eric Holder,https://en.wikipedia.org/wiki/Eric_Holder,67,U.S.,New York,New York City,American,M,"Government ,Politics and Military",Democratic
Dr. Ernest Moniz,https://en.wikipedia.org/wiki/Ernest_Moniz,73,U.S.,Massachusetts,Fall River,American,M,"Government ,Politics and Military",Democratic
Julian Castro,https://en.wikipedia.org/wiki/Julian_Castro,44,U.S.,Texas,San Antonio,American,M,"Government ,Politics and Military",Democratic
Madeleine Albright,https://en.wikipedia.org/wiki/Madeleine_Albright,81,Czech Republic,Prague,,American,F,"Government ,Politics and Military",Democratic
John Kerry,https://en.wikipedia.org/wiki/John_Kerry,74,U.S.,Colorado,Aurora,American,M,"Government ,Politics and Military",Democratic
Al Gore,https://en.wikipedia.org/wiki/Al_Gore,70,U.S.,D.C.,Washington,American,M,"Government ,Politics and Military",Democratic
Joe Biden,https://en.wikipedia.org/wiki/Joe_Biden,75,U.S.,Pennsylvania,Scranton,American,M,"Government ,Politics and Military",Democratic
Rahm Emanuel,https://en.wikipedia.org/wiki/Rahm_Emanuel,58,U.S.,Illinois,,American,M,"Government ,Politics and Military",Democratic
Josh Earnest,https://en.wikipedia.org/wiki/Josh_Earnest,43,U.S.,Missouri,Kansas City,American,M,"Government ,Politics and Military",Democratic
Anthony Weiner,https://en.wikipedia.org/wiki/Anthony_Weiner,54,U.S.,New York,New York City,American,M,"Government ,Politics and Military",Democratic
Beto O'Rourke,https://en.wikipedia.org/wiki/Beto_O%27Rourke,46,U.S.,Texas,El Paso,American,M,"Government ,Politics and Military",Democratic
Joe Kennedy III,https://en.wikipedia.org/wiki/Joe_Kennedy_III,38,U.S.,Massachusetts,,American,M,"Government ,Politics and Military",Democratic
